fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
24749,2,2,Denmark;Copenhagen,1.1.2016,149,0.963,0.55
30297,8,4,Germany;Frankfurt,20.6.2016,6,0.982,0
30298,1,7,Germany;Frankfurt,20.6.2016,5,0.982,0
30299,7,5,Germany;Berlin,20.6.2016,4,0.982,0
30300,4,1,Czech republic;Prague,20.6.2016,2,0.982,0
30301,2,5,Germany;Berlin,20.6.2016,2,0.982,0
30302,2,5,Germany;Berlin,20.6.2016,1,0.982,0
30303,5,5,Germany;Berlin,20.6.2016,1,0.982,0
30304,9,7,Germany;Frankfurt,21.6.2016,149,0.982,0.55
30305,1,3,Czech republic;Brno,21.6.2016,146,0.982,0.55
30306,6,7,Germany;Frankfurt,21.6.2016,145,0.982,0.55
30307,11,7,Germany;Frankfurt,21.6.2016,144,0.982,0.55
30308,3,5,Germany;Berlin,21.6.2016,140,0.982,0.55
30309,11,2,Denmark;Copenhagen,21.6.2016,133,0.982,0.55
30310,6,5,Germany;Berlin,21.6.2016,131,0.982,0.55
30311,3,5,Germany;Berlin,21.6.2016,129,0.982,0.55
30312,1,1,Czech republic;Prague,21.6.2016,128,0.982,0.55
30313,1,4,Germany;Frankfurt,21.6.2016,123,0.982,0.55
30314,1,7,Germany;Frankfurt,21.6.2016,121,0.982,0.55
30315,1,7,Germany;Frankfurt,21.6.2016,117,0.982,0.55
30316,9,4,Germany;Frankfurt,21.6.2016,116,0.982,0.55
30317,9,5,Germany;Berlin,21.6.2016,109,0.982,0.55
30318,8,5,Germany;Berlin,21.6.2016,108,0.982,0.55
30319,3,5,Germany;Berlin,21.6.2016,107,0.982,0.55
30320,4,6,Germany;Dresden,21.6.2016,104,0.982,0.55
30321,11,1,Czech republic;Prague,21.6.2016,99,0.982,0.4
30322,9,7,Germany;Frankfurt,21.6.2016,99,0.982,0.4
30323,5,5,Germany;Berlin,21.6.2016,99,0.982,0.4
30324,1,7,Germany;Frankfurt,21.6.2016,95,0.982,0.4
30325,4,5,Germany;Berlin,21.6.2016,94,0.982,0.4
30326,6,6,Germany;Dresden,21.6.2016,92,0.982,0.4
30327,6,7,Germany;Frankfurt,21.6.2016,82,0.982,0.4
30328,2,7,Germany;Frankfurt,21.6.2016,80,0.982,0.4
30329,9,6,Germany;Dresden,21.6.2016,79,0.982,0.4
30330,10,4,Germany;Frankfurt,21.6.2016,77,0.982,0.4
30331,7,4,Germany;Frankfurt,21.6.2016,76,0.982,0.4
30332,8,6,Germany;Dresden,21.6.2016,72,0.982,0.15
30333,4,7,Germany;Frankfurt,21.6.2016,70,0.982,0.15
30334,10,3,Czech republic;Ostrava,21.6.2016,69,0.982,0.15
30335,11,3,Czech republic;Ostrava,21.6.2016,66,0.982,0.15
30336,6,7,Germany;Frankfurt,21.6.2016,66,0.982,0.15
30337,6,5,Germany;Berlin,21.6.2016,61,0.982,0.15
30338,5,6,Germany;Dresden,21.6.2016,58,0.982,0.15
30339,4,7,Germany;Frankfurt,21.6.2016,56,0.982,0.15
30340,8,7,Germany;Frankfurt,21.6.2016,54,0.982,0.15
30341,3,5,Germany;Berlin,21.6.2016,54,0.982,0.15
30342,2,7,Germany;Frankfurt,21.6.2016,50,0.982,0.15
30343,8,7,Germany;Frankfurt,21.6.2016,50,0.982,0.15
30344,9,5,Germany;Berlin,21.6.2016,47,0.982,0.15
30345,11,4,Germany;Frankfurt,21.6.2016,45,0.982,0.15
30346,10,1,Czech republic;Prague,21.6.2016,44,0.982,0.15
30347,3,5,Germany;Berlin,21.6.2016,41,0.982,0.15
30348,7,5,Germany;Berlin,21.6.2016,40,0.982,0.15
30349,3,7,Germany;Frankfurt,21.6.2016,38,0.982,0.15
30350,1,5,Germany;Berlin,21.6.2016,38,0.982,0.15
30351,8,7,Germany;Frankfurt,21.6.2016,29,0.982,0.15
30352,10,5,Germany;Berlin,21.6.2016,28,0.982,0.15
30353,10,7,Germany;Frankfurt,21.6.2016,24,0.982,0.01
30354,6,5,Germany;Berlin,21.6.2016,20,0.982,0.01
30355,1,5,Germany;Berlin,21.6.2016,20,0.982,0.01
30356,9,7,Germany;Frankfurt,21.6.2016,11,0.982,0.01
30357,2,1,Czech republic;Prague,21.6.2016,9,0.982,0
30358,5,3,Czech republic;Brno,21.6.2016,4,0.982,0
30359,7,3,Czech republic;Ostrava,22.6.2016,148,0.982,0.55
30360,8,7,Germany;Frankfurt,22.6.2016,144,0.982,0.55
30361,7,1,Czech republic;Prague,22.6.2016,144,0.982,0.55
30362,4,7,Germany;Frankfurt,22.6.2016,127,0.982,0.55
30363,7,1,Czech republic;Prague,22.6.2016,127,0.982,0.55
30364,7,5,Germany;Berlin,22.6.2016,125,0.982,0.55
30365,4,7,Germany;Frankfurt,22.6.2016,123,0.982,0.55
30366,6,7,Germany;Frankfurt,22.6.2016,116,0.982,0.55
30367,3,5,Germany;Berlin,22.6.2016,116,0.982,0.55
30368,9,5,Germany;Berlin,22.6.2016,113,0.982,0.55
30369,4,7,Germany;Frankfurt,22.6.2016,110,0.982,0.55
30370,9,5,Germany;Berlin,22.6.2016,108,0.982,0.55
30371,8,1,Czech republic;Prague,22.6.2016,107,0.982,0.55
30372,11,6,Germany;Dresden,22.6.2016,105,0.982,0.55
30373,11,4,Germany;Frankfurt,22.6.2016,104,0.982,0.55
30374,5,5,Germany;Berlin,22.6.2016,103,0.982,0.55
30375,1,7,Germany;Frankfurt,22.6.2016,102,0.982,0.55
30376,8,1,Czech republic;Prague,22.6.2016,99,0.982,0.4
30377,6,5,Germany;Berlin,22.6.2016,98,0.982,0.4
30378,4,7,Germany;Frankfurt,22.6.2016,96,0.982,0.4
30379,6,2,Denmark;Copenhagen,22.6.2016,86,0.982,0.4
30380,10,7,Germany;Frankfurt,22.6.2016,81,0.982,0.4
30381,2,7,Germany;Frankfurt,22.6.2016,79,0.982,0.4
30382,6,7,Germany;Frankfurt,22.6.2016,78,0.982,0.4
30383,6,5,Germany;Berlin,22.6.2016,77,0.982,0.4
30384,10,2,Denmark;Copenhagen,22.6.2016,77,0.982,0.4
30385,8,7,Germany;Frankfurt,22.6.2016,71,0.982,0.15
30386,9,4,Germany;Frankfurt,22.6.2016,65,0.982,0.15
30387,3,7,Germany;Frankfurt,22.6.2016,65,0.982,0.15
30388,10,1,Czech republic;Prague,22.6.2016,62,0.982,0.15
30389,7,6,Germany;Dresden,22.6.2016,61,0.982,0.15
30390,8,6,Germany;Dresden,22.6.2016,57,0.982,0.15
30391,5,7,Germany;Frankfurt,22.6.2016,51,0.982,0.15
30392,11,4,Germany;Frankfurt,22.6.2016,44,0.982,0.15
30393,7,2,Denmark;Copenhagen,22.6.2016,44,0.982,0.15
30394,11,2,Denmark;Copenhagen,22.6.2016,40,0.982,0.15
30395,9,7,Germany;Frankfurt,22.6.2016,34,0.982,0.15
30396,3,5,Germany;Berlin,22.6.2016,34,0.982,0.15
30397,5,7,Germany;Frankfurt,22.6.2016,31,0.982,0.15
30398,4,5,Germany;Berlin,22.6.2016,30,0.982,0.15
30399,6,4,Germany;Frankfurt,22.6.2016,23,0.982,0.01
30400,10,1,Czech republic;Prague,22.6.2016,16,0.982,0.01
30401,7,1,Czech republic;Prague,22.6.2016,9,0.982,0
30402,8,6,Germany;Dresden,22.6.2016,5,0.982,0
30403,1,7,Germany;Frankfurt,22.6.2016,5,0.982,0
30404,6,5,Germany;Berlin,23.6.2016,146,0.981,0.55
30405,1,2,Denmark;Copenhagen,23.6.2016,145,0.981,0.55
30406,3,6,Germany;Dresden,23.6.2016,142,0.981,0.55
30407,8,5,Germany;Berlin,23.6.2016,142,0.981,0.55
30408,2,1,Czech republic;Prague,23.6.2016,139,0.981,0.55
30409,1,1,Czech republic;Prague,23.6.2016,136,0.981,0.55
30410,11,3,Czech republic;Ostrava,23.6.2016,134,0.981,0.55
30411,2,1,Czech republic;Prague,23.6.2016,130,0.981,0.55
30412,9,7,Germany;Frankfurt,23.6.2016,126,0.981,0.55
30413,3,4,Germany;Frankfurt,23.6.2016,116,0.981,0.55
30414,9,6,Germany;Dresden,23.6.2016,106,0.981,0.55
30415,5,7,Germany;Frankfurt,23.6.2016,91,0.981,0.4
30416,7,5,Germany;Berlin,23.6.2016,86,0.981,0.4
30417,11,3,Czech republic;Ostrava,23.6.2016,85,0.981,0.4
30418,7,5,Germany;Berlin,23.6.2016,84,0.981,0.4
30419,3,5,Germany;Berlin,23.6.2016,70,0.981,0.15
30420,4,7,Germany;Frankfurt,23.6.2016,67,0.981,0.15
30421,3,5,Germany;Berlin,23.6.2016,65,0.981,0.15
30422,2,7,Germany;Frankfurt,23.6.2016,65,0.981,0.15
30423,11,5,Germany;Berlin,23.6.2016,64,0.981,0.15
30424,4,7,Germany;Frankfurt,23.6.2016,63,0.981,0.15
30425,7,1,Czech republic;Prague,23.6.2016,58,0.981,0.15
30426,7,3,Czech republic;Ostrava,23.6.2016,50,0.981,0.15
30427,5,6,Germany;Dresden,23.6.2016,49,0.981,0.15
30428,4,7,Germany;Frankfurt,23.6.2016,43,0.981,0.15
30429,8,7,Germany;Frankfurt,23.6.2016,37,0.981,0.15
30430,4,7,Germany;Frankfurt,23.6.2016,25,0.981,0.01
30431,7,7,Germany;Frankfurt,23.6.2016,23,0.981,0.01
30432,3,1,Czech republic;Prague,23.6.2016,22,0.981,0.01
30433,9,5,Germany;Berlin,23.6.2016,22,0.981,0.01
30434,2,5,Germany;Berlin,23.6.2016,19,0.981,0.01
30435,3,3,Czech republic;Brno,23.6.2016,19,0.981,0.01
30436,11,5,Germany;Berlin,23.6.2016,16,0.981,0.01
30437,2,1,Czech republic;Prague,23.6.2016,13,0.981,0.01
30438,8,6,Germany;Dresden,23.6.2016,12,0.981,0.01
30439,4,1,Czech republic;Prague,23.6.2016,8,0.981,0
30440,3,7,Germany;Frankfurt,23.6.2016,4,0.981,0
30441,3,5,Germany;Berlin,23.6.2016,2,0.981,0
30442,2,7,Germany;Frankfurt,23.6.2016,2,0.981,0
30443,1,7,Germany;Frankfurt,24.6.2016,148,0.979,0.55
30444,2,5,Germany;Berlin,24.6.2016,147,0.979,0.55
30445,11,7,Germany;Frankfurt,24.6.2016,147,0.979,0.55
30446,9,5,Germany;Berlin,24.6.2016,143,0.979,0.55
30447,11,5,Germany;Berlin,24.6.2016,141,0.979,0.55
30448,6,1,Czech republic;Prague,24.6.2016,140,0.979,0.55
30449,1,5,Germany;Berlin,24.6.2016,138,0.979,0.55
30450,7,5,Germany;Berlin,24.6.2016,134,0.979,0.55
30451,6,7,Germany;Frankfurt,24.6.2016,129,0.979,0.55
30452,9,5,Germany;Berlin,24.6.2016,129,0.979,0.55
30453,11,5,Germany;Berlin,24.6.2016,126,0.979,0.55
30454,7,6,Germany;Dresden,24.6.2016,126,0.979,0.55
30455,8,3,Czech republic;Ostrava,24.6.2016,124,0.979,0.55
30456,5,2,Denmark;Copenhagen,24.6.2016,122,0.979,0.55
30457,8,7,Germany;Frankfurt,24.6.2016,121,0.979,0.55
30458,3,5,Germany;Berlin,24.6.2016,121,0.979,0.55
30459,11,5,Germany;Berlin,24.6.2016,121,0.979,0.55
30460,9,5,Germany;Berlin,24.6.2016,119,0.979,0.55
30461,3,1,Czech republic;Prague,24.6.2016,119,0.979,0.55
30462,9,7,Germany;Frankfurt,24.6.2016,115,0.979,0.55
30463,10,5,Germany;Berlin,24.6.2016,107,0.979,0.55
30464,4,5,Germany;Berlin,24.6.2016,98,0.979,0.4
30465,11,5,Germany;Berlin,24.6.2016,94,0.979,0.4
30466,9,5,Germany;Berlin,24.6.2016,94,0.979,0.4
30467,10,4,Germany;Frankfurt,24.6.2016,93,0.979,0.4
30468,4,3,Czech republic;Brno,24.6.2016,93,0.979,0.4
30469,7,4,Germany;Frankfurt,24.6.2016,87,0.979,0.4
30470,11,1,Czech republic;Prague,24.6.2016,84,0.979,0.4
30471,5,6,Germany;Dresden,24.6.2016,82,0.979,0.4
30472,9,5,Germany;Berlin,24.6.2016,76,0.979,0.4
30473,2,6,Germany;Dresden,24.6.2016,74,0.979,0.15
30474,6,7,Germany;Frankfurt,24.6.2016,72,0.979,0.15
30475,10,5,Germany;Berlin,24.6.2016,62,0.979,0.15
30476,6,5,Germany;Berlin,24.6.2016,53,0.979,0.15
30477,6,5,Germany;Berlin,24.6.2016,52,0.979,0.15
30478,3,7,Germany;Frankfurt,24.6.2016,50,0.979,0.15
30479,1,1,Czech republic;Prague,24.6.2016,38,0.979,0.15
30480,3,6,Germany;Dresden,24.6.2016,34,0.979,0.15
30481,4,3,Czech republic;Brno,24.6.2016,32,0.979,0.15
30482,1,5,Germany;Berlin,24.6.2016,32,0.979,0.15
30483,8,7,Germany;Frankfurt,24.6.2016,29,0.979,0.15
30484,2,7,Germany;Frankfurt,24.6.2016,26,0.979,0.15
30485,4,6,Germany;Dresden,24.6.2016,25,0.979,0.01
30486,10,5,Germany;Berlin,24.6.2016,23,0.979,0.01
30487,11,6,Germany;Dresden,24.6.2016,20,0.979,0.01
30488,7,1,Czech republic;Prague,24.6.2016,19,0.979,0.01
30489,11,5,Germany;Berlin,24.6.2016,12,0.979,0.01
30490,4,3,Czech republic;Brno,24.6.2016,11,0.979,0.01
30491,10,4,Germany;Frankfurt,24.6.2016,7,0.979,0
30492,4,7,Germany;Frankfurt,24.6.2016,2,0.979,0
30493,9,5,Germany;Berlin,24.6.2016,2,0.979,0
30494,6,3,Czech republic;Brno,25.6.2016,148,0.974,0.55
30495,7,3,Czech republic;Ostrava,25.6.2016,145,0.974,0.55
30496,2,5,Germany;Berlin,25.6.2016,144,0.974,0.55
30497,7,5,Germany;Berlin,25.6.2016,142,0.974,0.55
30498,8,2,Denmark;Copenhagen,25.6.2016,140,0.974,0.55
30499,5,6,Germany;Dresden,25.6.2016,133,0.974,0.55
30500,7,5,Germany;Berlin,25.6.2016,125,0.974,0.55
30501,2,1,Czech republic;Prague,25.6.2016,122,0.974,0.55
30502,9,5,Germany;Berlin,25.6.2016,121,0.974,0.55
30503,3,5,Germany;Berlin,25.6.2016,113,0.974,0.55
30504,5,7,Germany;Frankfurt,25.6.2016,108,0.974,0.55
30505,7,5,Germany;Berlin,25.6.2016,103,0.974,0.55
30506,4,7,Germany;Frankfurt,25.6.2016,103,0.974,0.55
30507,7,5,Germany;Berlin,25.6.2016,93,0.974,0.4
30508,7,4,Germany;Frankfurt,25.6.2016,87,0.974,0.4
30509,5,5,Germany;Berlin,25.6.2016,83,0.974,0.4
30510,11,5,Germany;Berlin,25.6.2016,79,0.974,0.4
30511,8,5,Germany;Berlin,25.6.2016,72,0.974,0.15
30512,5,7,Germany;Frankfurt,25.6.2016,71,0.974,0.15
30513,9,5,Germany;Berlin,25.6.2016,70,0.974,0.15
30514,10,7,Germany;Frankfurt,25.6.2016,69,0.974,0.15
30515,3,5,Germany;Berlin,25.6.2016,68,0.974,0.15
30516,11,4,Germany;Frankfurt,25.6.2016,65,0.974,0.15
30517,5,2,Denmark;Copenhagen,25.6.2016,43,0.974,0.15
30518,8,7,Germany;Frankfurt,25.6.2016,42,0.974,0.15
30519,11,5,Germany;Berlin,25.6.2016,27,0.974,0.15
30520,4,5,Germany;Berlin,25.6.2016,27,0.974,0.15
30521,10,4,Germany;Frankfurt,25.6.2016,25,0.974,0.01
30522,8,7,Germany;Frankfurt,25.6.2016,24,0.974,0.01
30523,8,7,Germany;Frankfurt,25.6.2016,20,0.974,0.01
30524,1,5,Germany;Berlin,25.6.2016,19,0.974,0.01
30525,9,5,Germany;Berlin,25.6.2016,14,0.974,0.01
30526,10,7,Germany;Frankfurt,25.6.2016,14,0.974,0.01
30527,5,1,Czech republic;Prague,25.6.2016,10,0.974,0
30528,2,4,Germany;Frankfurt,25.6.2016,7,0.974,0
30529,9,5,Germany;Berlin,25.6.2016,2,0.974,0
30530,10,2,Denmark;Copenhagen,25.6.2016,1,0.974,0
30531,7,5,Germany;Berlin,27.6.2016,150,0.978,0.55
30532,9,6,Germany;Dresden,27.6.2016,146,0.978,0.55
30533,1,5,Germany;Berlin,27.6.2016,140,0.978,0.55
30534,10,4,Germany;Frankfurt,27.6.2016,136,0.978,0.55
30535,11,5,Germany;Berlin,27.6.2016,131,0.978,0.55
30536,8,1,Czech republic;Prague,27.6.2016,130,0.978,0.55
30537,8,6,Germany;Dresden,27.6.2016,122,0.978,0.55
30538,7,7,Germany;Frankfurt,27.6.2016,120,0.978,0.55
30539,3,5,Germany;Berlin,27.6.2016,120,0.978,0.55
30540,1,5,Germany;Berlin,27.6.2016,120,0.978,0.55
30541,10,6,Germany;Dresden,27.6.2016,118,0.978,0.55
30542,8,5,Germany;Berlin,27.6.2016,118,0.978,0.55
30543,11,2,Denmark;Copenhagen,27.6.2016,115,0.978,0.55
30544,6,5,Germany;Berlin,27.6.2016,111,0.978,0.55
30545,2,7,Germany;Frankfurt,27.6.2016,110,0.978,0.55
30546,3,2,Denmark;Copenhagen,27.6.2016,106,0.978,0.55
30547,6,5,Germany;Berlin,27.6.2016,106,0.978,0.55
30548,4,1,Czech republic;Prague,27.6.2016,104,0.978,0.55
30549,8,3,Czech republic;Ostrava,27.6.2016,104,0.978,0.55
30550,2,5,Germany;Berlin,27.6.2016,102,0.978,0.55
30551,9,5,Germany;Berlin,27.6.2016,99,0.978,0.4
30552,3,7,Germany;Frankfurt,27.6.2016,96,0.978,0.4
30553,8,5,Germany;Berlin,27.6.2016,90,0.978,0.4
30554,2,5,Germany;Berlin,27.6.2016,89,0.978,0.4
30555,4,5,Germany;Berlin,27.6.2016,88,0.978,0.4
30556,10,5,Germany;Berlin,27.6.2016,82,0.978,0.4
30557,9,3,Czech republic;Ostrava,27.6.2016,82,0.978,0.4
30558,5,5,Germany;Berlin,27.6.2016,81,0.978,0.4
30559,5,2,Denmark;Copenhagen,27.6.2016,74,0.978,0.15
30560,5,5,Germany;Berlin,27.6.2016,71,0.978,0.15
30561,8,7,Germany;Frankfurt,27.6.2016,68,0.978,0.15
30562,8,3,Czech republic;Ostrava,27.6.2016,55,0.978,0.15
30563,4,1,Czech republic;Prague,27.6.2016,54,0.978,0.15
30564,6,2,Denmark;Copenhagen,27.6.2016,53,0.978,0.15
30565,8,6,Germany;Dresden,27.6.2016,52,0.978,0.15
30566,11,3,Czech republic;Ostrava,27.6.2016,51,0.978,0.15
30567,11,4,Germany;Frankfurt,27.6.2016,45,0.978,0.15
30568,9,6,Germany;Dresden,27.6.2016,42,0.978,0.15
30569,8,5,Germany;Berlin,27.6.2016,42,0.978,0.15
30570,9,6,Germany;Dresden,27.6.2016,37,0.978,0.15
30571,2,6,Germany;Dresden,27.6.2016,36,0.978,0.15
30572,7,5,Germany;Berlin,27.6.2016,30,0.978,0.15
30573,10,5,Germany;Berlin,27.6.2016,29,0.978,0.15
30574,7,3,Czech republic;Ostrava,27.6.2016,29,0.978,0.15
30575,1,5,Germany;Berlin,27.6.2016,14,0.978,0.01
30576,7,5,Germany;Berlin,27.6.2016,14,0.978,0.01
30577,9,5,Germany;Berlin,27.6.2016,12,0.978,0.01
30578,9,7,Germany;Frankfurt,27.6.2016,11,0.978,0.01
30579,8,7,Germany;Frankfurt,27.6.2016,6,0.978,0
30580,11,1,Czech republic;Prague,27.6.2016,6,0.978,0
30581,3,1,Czech republic;Prague,27.6.2016,5,0.978,0
30582,8,3,Czech republic;Ostrava,28.6.2016,149,0.977,0.55
30583,8,6,Germany;Dresden,28.6.2016,145,0.977,0.55
30584,11,5,Germany;Berlin,28.6.2016,139,0.977,0.55
30585,10,5,Germany;Berlin,28.6.2016,136,0.977,0.55
30586,11,6,Germany;Dresden,28.6.2016,136,0.977,0.55
30587,4,5,Germany;Berlin,28.6.2016,129,0.977,0.55
30588,7,1,Czech republic;Prague,28.6.2016,124,0.977,0.55
30589,7,7,Germany;Frankfurt,28.6.2016,117,0.977,0.55
30590,3,5,Germany;Berlin,28.6.2016,115,0.977,0.55
30591,11,7,Germany;Frankfurt,28.6.2016,115,0.977,0.55
30592,5,5,Germany;Berlin,28.6.2016,112,0.977,0.55
30593,2,7,Germany;Frankfurt,28.6.2016,110,0.977,0.55
30594,6,5,Germany;Berlin,28.6.2016,110,0.977,0.55
30595,1,4,Germany;Frankfurt,28.6.2016,109,0.977,0.55
30596,9,7,Germany;Frankfurt,28.6.2016,109,0.977,0.55
30597,4,3,Czech republic;Brno,28.6.2016,109,0.977,0.55
30598,8,5,Germany;Berlin,28.6.2016,107,0.977,0.55
30599,2,4,Germany;Frankfurt,28.6.2016,106,0.977,0.55
30600,4,5,Germany;Berlin,28.6.2016,99,0.977,0.4
30601,2,6,Germany;Dresden,28.6.2016,95,0.977,0.4
30602,1,5,Germany;Berlin,28.6.2016,95,0.977,0.4
30603,8,1,Czech republic;Prague,28.6.2016,93,0.977,0.4
30604,10,5,Germany;Berlin,28.6.2016,91,0.977,0.4
30605,4,1,Czech republic;Prague,28.6.2016,87,0.977,0.4
30606,9,5,Germany;Berlin,28.6.2016,81,0.977,0.4
30607,11,4,Germany;Frankfurt,28.6.2016,76,0.977,0.4
30608,6,4,Germany;Frankfurt,28.6.2016,76,0.977,0.4
30609,10,7,Germany;Frankfurt,28.6.2016,70,0.977,0.15
30610,5,5,Germany;Berlin,28.6.2016,69,0.977,0.15
30611,11,1,Czech republic;Prague,28.6.2016,67,0.977,0.15
30612,2,5,Germany;Berlin,28.6.2016,66,0.977,0.15
30613,2,2,Denmark;Copenhagen,28.6.2016,64,0.977,0.15
30614,10,3,Czech republic;Ostrava,28.6.2016,43,0.977,0.15
30615,7,5,Germany;Berlin,28.6.2016,41,0.977,0.15
30616,9,7,Germany;Frankfurt,28.6.2016,40,0.977,0.15
30617,5,4,Germany;Frankfurt,28.6.2016,39,0.977,0.15
30618,4,5,Germany;Berlin,28.6.2016,33,0.977,0.15
30619,5,5,Germany;Berlin,28.6.2016,29,0.977,0.15
30620,2,1,Czech republic;Prague,28.6.2016,26,0.977,0.15
30621,1,2,Denmark;Copenhagen,28.6.2016,26,0.977,0.15
30622,7,5,Germany;Berlin,28.6.2016,25,0.977,0.01
30623,5,5,Germany;Berlin,28.6.2016,22,0.977,0.01
30624,8,4,Germany;Frankfurt,28.6.2016,22,0.977,0.01
30625,4,2,Denmark;Copenhagen,28.6.2016,19,0.977,0.01
30626,3,4,Germany;Frankfurt,28.6.2016,16,0.977,0.01
30627,6,7,Germany;Frankfurt,28.6.2016,11,0.977,0.01
30628,4,7,Germany;Frankfurt,28.6.2016,4,0.977,0
30629,5,7,Germany;Frankfurt,29.6.2016,148,0.973,0.55
30630,3,5,Germany;Berlin,29.6.2016,147,0.973,0.55
30631,9,7,Germany;Frankfurt,29.6.2016,145,0.973,0.55
30632,3,7,Germany;Frankfurt,29.6.2016,142,0.973,0.55
30633,6,5,Germany;Berlin,29.6.2016,128,0.973,0.55
30634,10,5,Germany;Berlin,29.6.2016,127,0.973,0.55
30635,8,6,Germany;Dresden,29.6.2016,125,0.973,0.55
30636,9,7,Germany;Frankfurt,29.6.2016,125,0.973,0.55
30637,6,5,Germany;Berlin,29.6.2016,123,0.973,0.55
30638,7,2,Denmark;Copenhagen,29.6.2016,120,0.973,0.55
30639,1,1,Czech republic;Prague,29.6.2016,119,0.973,0.55
30640,5,7,Germany;Frankfurt,29.6.2016,117,0.973,0.55
30641,6,7,Germany;Frankfurt,29.6.2016,115,0.973,0.55
30642,2,5,Germany;Berlin,29.6.2016,115,0.973,0.55
30643,7,5,Germany;Berlin,29.6.2016,109,0.973,0.55
30644,2,5,Germany;Berlin,29.6.2016,106,0.973,0.55
30645,9,5,Germany;Berlin,29.6.2016,95,0.973,0.4
30646,11,5,Germany;Berlin,29.6.2016,91,0.973,0.4
30647,6,7,Germany;Frankfurt,29.6.2016,90,0.973,0.4
30648,1,7,Germany;Frankfurt,29.6.2016,87,0.973,0.4
30649,3,5,Germany;Berlin,29.6.2016,85,0.973,0.4
30650,11,3,Czech republic;Ostrava,29.6.2016,81,0.973,0.4
30651,2,6,Germany;Dresden,29.6.2016,79,0.973,0.4
30652,2,6,Germany;Dresden,29.6.2016,60,0.973,0.15
30653,10,3,Czech republic;Ostrava,29.6.2016,59,0.973,0.15
30654,6,7,Germany;Frankfurt,29.6.2016,53,0.973,0.15
30655,1,2,Denmark;Copenhagen,29.6.2016,51,0.973,0.15
30656,4,5,Germany;Berlin,29.6.2016,50,0.973,0.15
30657,1,2,Denmark;Copenhagen,29.6.2016,49,0.973,0.15
30658,5,3,Czech republic;Brno,29.6.2016,46,0.973,0.15
30659,3,5,Germany;Berlin,29.6.2016,41,0.973,0.15
30660,8,1,Czech republic;Prague,29.6.2016,34,0.973,0.15
30661,1,5,Germany;Berlin,29.6.2016,31,0.973,0.15
30662,3,7,Germany;Frankfurt,29.6.2016,31,0.973,0.15
30663,6,7,Germany;Frankfurt,29.6.2016,29,0.973,0.15
30664,3,3,Czech republic;Brno,29.6.2016,24,0.973,0.01
30665,3,5,Germany;Berlin,29.6.2016,20,0.973,0.01
30666,4,7,Germany;Frankfurt,29.6.2016,19,0.973,0.01
30667,5,5,Germany;Berlin,29.6.2016,16,0.973,0.01
30668,7,6,Germany;Dresden,29.6.2016,15,0.973,0.01
30669,1,6,Germany;Dresden,29.6.2016,5,0.973,0
30670,11,2,Denmark;Copenhagen,30.6.2016,148,0.978,0.55
30671,6,3,Czech republic;Brno,30.6.2016,145,0.978,0.55
30672,3,7,Germany;Frankfurt,30.6.2016,140,0.978,0.55
30673,9,7,Germany;Frankfurt,30.6.2016,139,0.978,0.55
30674,2,5,Germany;Berlin,30.6.2016,136,0.978,0.55
30675,8,5,Germany;Berlin,30.6.2016,133,0.978,0.55
30676,7,7,Germany;Frankfurt,30.6.2016,133,0.978,0.55
30677,3,4,Germany;Frankfurt,30.6.2016,133,0.978,0.55
30678,3,2,Denmark;Copenhagen,30.6.2016,132,0.978,0.55
30679,1,5,Germany;Berlin,30.6.2016,131,0.978,0.55
30680,10,7,Germany;Frankfurt,30.6.2016,131,0.978,0.55
30681,10,5,Germany;Berlin,30.6.2016,125,0.978,0.55
30682,5,5,Germany;Berlin,30.6.2016,117,0.978,0.55
30683,5,5,Germany;Berlin,30.6.2016,115,0.978,0.55
30684,9,5,Germany;Berlin,30.6.2016,115,0.978,0.55
30685,4,5,Germany;Berlin,30.6.2016,108,0.978,0.55
30686,2,3,Czech republic;Brno,30.6.2016,107,0.978,0.55
30687,5,7,Germany;Frankfurt,30.6.2016,106,0.978,0.55
30688,11,7,Germany;Frankfurt,30.6.2016,101,0.978,0.55
30689,3,7,Germany;Frankfurt,30.6.2016,88,0.978,0.4
30690,4,5,Germany;Berlin,30.6.2016,80,0.978,0.4
30691,2,5,Germany;Berlin,30.6.2016,75,0.978,0.15
30692,11,7,Germany;Frankfurt,30.6.2016,73,0.978,0.15
30693,5,5,Germany;Berlin,30.6.2016,70,0.978,0.15
30694,1,5,Germany;Berlin,30.6.2016,70,0.978,0.15
30695,3,5,Germany;Berlin,30.6.2016,67,0.978,0.15
30696,6,5,Germany;Berlin,30.6.2016,67,0.978,0.15
30697,1,2,Denmark;Copenhagen,30.6.2016,61,0.978,0.15
30698,8,7,Germany;Frankfurt,30.6.2016,58,0.978,0.15
30699,1,5,Germany;Berlin,30.6.2016,54,0.978,0.15
30700,1,1,Czech republic;Prague,30.6.2016,52,0.978,0.15
30701,6,4,Germany;Frankfurt,30.6.2016,51,0.978,0.15
30702,10,2,Denmark;Copenhagen,30.6.2016,41,0.978,0.15
30703,5,1,Czech republic;Prague,30.6.2016,40,0.978,0.15
30704,10,2,Denmark;Copenhagen,30.6.2016,35,0.978,0.15
30705,10,6,Germany;Dresden,30.6.2016,33,0.978,0.15
30706,9,5,Germany;Berlin,30.6.2016,29,0.978,0.15
