fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
36943,10,7,Germany;Frankfurt,1.10.2017,60,0.99,0.35
45897,4,7,Germany;Frankfurt,2.8.2017,39,0.985,0.25
45898,11,4,Germany;Frankfurt,30.6.2017,69,0.978,0.35
45899,11,1,Czech republic;Prague,1.12.2017,50,0.995,0.35
45900,8,2,Denmark;Copenhagen,5.3.2017,193,0.962,0.6
45901,6,5,Germany;Berlin,29.8.2017,85,0.988,0.4
45902,9,1,Czech republic;Prague,15.5.2017,107,0.971,0.5
45903,6,2,Denmark;Copenhagen,24.2.2017,65,0.971,0.35
45904,2,4,Germany;Frankfurt,1.9.2017,86,0.987,0.4
45905,1,3,Czech republic;Brno,29.7.2017,29,0.984,0.25
45906,5,2,Denmark;Copenhagen,25.1.2017,32,0.967,0.25
45907,5,5,Germany;Berlin,7.4.2017,82,0.971,0.4
45908,5,2,Denmark;Copenhagen,3.2.2017,87,0.963,0.4
45909,3,5,Germany;Berlin,17.1.2017,32,0.966,0.25
45910,8,1,Czech republic;Prague,27.11.2017,158,0.996,0.55
45911,11,1,Czech republic;Prague,8.12.2017,26,0.997,0.25
45912,7,7,Germany;Frankfurt,5.2.2017,113,0.97,0.5
45913,2,4,Germany;Frankfurt,23.11.2017,77,0.996,0.4
45914,5,4,Germany;Frankfurt,19.1.2017,95,0.967,0.4
45915,1,3,Czech republic;Brno,14.10.2017,114,0.991,0.5
45916,7,1,Czech republic;Prague,4.10.2017,129,0.99,0.5
45917,8,5,Germany;Berlin,7.9.2017,34,0.986,0.25
45918,8,4,Germany;Frankfurt,4.8.2017,161,0.983,0.55
45919,10,2,Denmark;Copenhagen,2.8.2017,41,0.985,0.25
45920,5,2,Denmark;Copenhagen,27.2.2017,35,0.969,0.25
45921,11,6,Germany;Dresden,20.3.2017,107,0.968,0.5
45922,1,2,Denmark;Copenhagen,28.4.2017,183,0.973,0.6
45923,10,4,Germany;Frankfurt,12.8.2017,47,0.983,0.25
45924,4,5,Germany;Berlin,10.6.2017,26,0.981,0.25
45925,3,4,Germany;Frankfurt,20.10.2017,13,0.991,0.05
45926,8,1,Czech republic;Prague,5.2.2017,38,0.97,0.25
45927,10,2,Denmark;Copenhagen,13.4.2017,6,0.973,0
45928,2,1,Czech republic;Prague,1.3.2017,49,0.967,0.25
45929,5,2,Denmark;Copenhagen,1.12.2017,35,0.995,0.25
45930,11,7,Germany;Frankfurt,27.2.2017,123,0.969,0.5
45931,5,2,Denmark;Copenhagen,28.12.2017,102,0.999,0.5
45932,8,5,Germany;Berlin,2.10.2017,55,0.99,0.35
45933,8,6,Germany;Dresden,7.1.2017,136,0.961,0.5
45934,4,5,Germany;Berlin,30.7.2017,89,0.984,0.4
45935,4,6,Germany;Dresden,13.9.2017,188,0.99,0.6
45936,2,7,Germany;Frankfurt,8.4.2017,53,0.974,0.35
45937,11,5,Germany;Berlin,28.8.2017,71,0.984,0.35
45938,10,6,Germany;Dresden,16.1.2017,30,0.957,0.25
45939,1,6,Germany;Dresden,15.6.2017,132,0.978,0.5
45940,6,7,Germany;Frankfurt,24.1.2017,61,0.962,0.35
45941,8,6,Germany;Dresden,12.1.2017,40,0.962,0.25
45942,2,5,Germany;Berlin,15.1.2017,76,0.964,0.4
45943,3,4,Germany;Frankfurt,22.4.2017,73,0.976,0.35
45944,8,4,Germany;Frankfurt,7.9.2017,104,0.986,0.5
45945,10,3,Czech republic;Ostrava,22.4.2017,25,0.976,0.25
45946,3,3,Czech republic;Brno,6.1.2017,9,0.966,0
45947,7,7,Germany;Frankfurt,15.10.2017,116,0.992,0.5
45948,2,6,Germany;Dresden,17.5.2017,32,0.972,0.25
45949,6,1,Czech republic;Prague,16.1.2017,29,0.957,0.25
45950,8,3,Czech republic;Ostrava,24.3.2017,37,0.972,0.25
45951,3,3,Czech republic;Brno,19.6.2017,178,0.981,0.6
45952,1,2,Denmark;Copenhagen,5.5.2017,68,0.974,0.35
45953,11,1,Czech republic;Prague,6.2.2017,108,0.961,0.5
45954,10,3,Czech republic;Ostrava,5.6.2017,105,0.978,0.5
45955,6,3,Czech republic;Brno,23.11.2017,36,0.996,0.25
45956,4,2,Denmark;Copenhagen,6.3.2017,60,0.963,0.35
45957,9,6,Germany;Dresden,2.3.2017,53,0.968,0.35
45958,2,7,Germany;Frankfurt,28.6.2017,45,0.979,0.25
45959,9,7,Germany;Frankfurt,9.4.2017,45,0.974,0.25
45960,3,7,Germany;Frankfurt,25.6.2017,84,0.981,0.4
45961,7,1,Czech republic;Prague,25.2.2017,49,0.964,0.25
45962,5,4,Germany;Frankfurt,27.4.2017,51,0.976,0.35
45963,9,6,Germany;Dresden,13.9.2017,64,0.99,0.35
45964,1,3,Czech republic;Brno,9.12.2017,91,0.997,0.4
45965,8,2,Denmark;Copenhagen,2.6.2017,85,0.974,0.4
45966,5,6,Germany;Dresden,11.12.2017,83,0.997,0.4
45967,5,7,Germany;Frankfurt,4.2.2017,80,0.964,0.4
45968,5,3,Czech republic;Brno,22.11.2017,37,0.996,0.25
45969,6,3,Czech republic;Brno,26.1.2017,48,0.967,0.25
45970,5,2,Denmark;Copenhagen,2.2.2017,37,0.961,0.25
45971,5,2,Denmark;Copenhagen,2.11.2017,26,0.994,0.25
45972,10,1,Czech republic;Prague,28.9.2017,151,0.988,0.55
45973,4,4,Germany;Frankfurt,1.2.2017,27,0.967,0.25
45974,4,3,Czech republic;Brno,24.7.2017,127,0.981,0.5
45975,5,1,Czech republic;Prague,7.2.2017,43,0.963,0.25
45976,9,1,Czech republic;Prague,18.2.2017,43,0.969,0.25
45977,5,4,Germany;Frankfurt,26.11.2017,189,0.996,0.6
45978,7,5,Germany;Berlin,25.7.2017,43,0.981,0.25
45979,1,4,Germany;Frankfurt,2.11.2017,45,0.994,0.25
45980,1,4,Germany;Frankfurt,6.11.2017,64,0.994,0.35
45981,3,3,Czech republic;Brno,11.11.2017,50,0.993,0.35
45982,5,7,Germany;Frankfurt,30.8.2017,54,0.987,0.35
45983,1,3,Czech republic;Brno,27.8.2017,20,0.986,0.2
45984,7,5,Germany;Berlin,21.1.2017,73,0.964,0.35
45985,4,7,Germany;Frankfurt,25.2.2017,39,0.964,0.25
45986,9,2,Denmark;Copenhagen,18.12.2017,72,0.998,0.35
45987,6,2,Denmark;Copenhagen,1.6.2017,30,0.974,0.25
45988,3,3,Czech republic;Brno,12.2.2017,172,0.962,0.55
45989,1,1,Czech republic;Prague,30.6.2017,173,0.978,0.55
45990,5,2,Denmark;Copenhagen,7.8.2017,11,0.986,0.05
45991,11,4,Germany;Frankfurt,4.4.2017,66,0.97,0.35
45992,11,2,Denmark;Copenhagen,22.5.2017,67,0.975,0.35
45993,3,7,Germany;Frankfurt,9.10.2017,25,0.992,0.25
45994,10,7,Germany;Frankfurt,12.9.2017,89,0.987,0.4
45995,3,3,Czech republic;Brno,28.2.2017,46,0.97,0.25
45996,4,5,Germany;Berlin,27.3.2017,86,0.97,0.4
45997,2,3,Czech republic;Brno,23.5.2017,44,0.977,0.25
45998,11,1,Czech republic;Prague,10.4.2017,25,0.975,0.25
45999,8,4,Germany;Frankfurt,26.9.2017,95,0.989,0.4
46000,4,1,Czech republic;Prague,23.12.2017,61,0.999,0.35
46001,6,4,Germany;Frankfurt,26.8.2017,35,0.984,0.25
46002,11,1,Czech republic;Prague,19.3.2017,75,0.97,0.4
46003,4,3,Czech republic;Brno,12.10.2017,36,0.991,0.25
46004,8,4,Germany;Frankfurt,2.1.2017,33,0.96,0.25
46005,4,7,Germany;Frankfurt,13.6.2017,86,0.976,0.4
46006,4,3,Czech republic;Brno,11.3.2017,157,0.968,0.55
46007,1,5,Germany;Berlin,10.3.2017,29,0.964,0.25
46008,8,1,Czech republic;Prague,27.10.2017,64,0.991,0.35
46009,6,2,Denmark;Copenhagen,26.5.2017,98,0.979,0.4
46010,3,1,Czech republic;Prague,12.2.2017,93,0.962,0.4
46011,9,2,Denmark;Copenhagen,29.5.2017,193,0.974,0.6
46012,4,4,Germany;Frankfurt,21.6.2017,80,0.98,0.4
46013,6,5,Germany;Berlin,24.11.2017,49,0.996,0.25
46014,8,2,Denmark;Copenhagen,19.12.2017,25,0.998,0.25
46015,4,4,Germany;Frankfurt,1.8.2017,43,0.984,0.25
46016,2,5,Germany;Berlin,23.5.2017,32,0.977,0.25
46017,1,5,Germany;Berlin,3.12.2017,34,0.997,0.25
46018,1,2,Denmark;Copenhagen,18.4.2017,93,0.975,0.4
46019,4,7,Germany;Frankfurt,11.12.2017,76,0.997,0.4
46020,2,5,Germany;Berlin,12.9.2017,29,0.987,0.25
46021,8,3,Czech republic;Ostrava,29.4.2017,70,0.977,0.35
46022,5,3,Czech republic;Brno,12.12.2017,29,0.998,0.25
46023,11,3,Czech republic;Ostrava,28.8.2017,174,0.984,0.55
46024,1,7,Germany;Frankfurt,26.5.2017,47,0.979,0.25
46025,10,5,Germany;Berlin,12.2.2017,113,0.962,0.5
46026,2,6,Germany;Dresden,15.3.2017,56,0.972,0.35
46027,7,6,Germany;Dresden,16.6.2017,130,0.982,0.5
46028,10,7,Germany;Frankfurt,24.12.2017,41,0.999,0.25
46029,7,6,Germany;Dresden,31.8.2017,68,0.985,0.35
46030,5,1,Czech republic;Prague,10.7.2017,68,0.981,0.35
46031,8,1,Czech republic;Prague,6.12.2017,28,0.997,0.25
46032,1,1,Czech republic;Prague,28.9.2017,25,0.988,0.25
46033,2,6,Germany;Dresden,10.7.2017,177,0.981,0.6
46034,6,1,Czech republic;Prague,2.6.2017,77,0.974,0.4
46035,9,3,Czech republic;Ostrava,7.7.2017,74,0.984,0.35
46036,2,5,Germany;Berlin,28.7.2017,70,0.98,0.35
46037,11,7,Germany;Frankfurt,21.12.2017,82,0.998,0.4
46038,1,1,Czech republic;Prague,12.5.2017,83,0.972,0.4
46039,4,7,Germany;Frankfurt,31.8.2017,57,0.985,0.35
46040,7,3,Czech republic;Ostrava,26.7.2017,67,0.98,0.35
46041,8,3,Czech republic;Ostrava,10.3.2017,26,0.964,0.25
46042,1,1,Czech republic;Prague,17.1.2017,85,0.966,0.4
46043,6,6,Germany;Dresden,31.10.2017,41,0.993,0.25
46044,4,6,Germany;Dresden,9.8.2017,68,0.984,0.35
46045,6,2,Denmark;Copenhagen,14.1.2017,103,0.955,0.5
46046,2,2,Denmark;Copenhagen,16.12.2017,61,0.998,0.35
46047,9,3,Czech republic;Ostrava,23.11.2017,63,0.996,0.35
46048,8,1,Czech republic;Prague,18.7.2017,12,0.98,0.05
46049,11,2,Denmark;Copenhagen,22.10.2017,49,0.992,0.25
46050,10,5,Germany;Berlin,16.8.2017,39,0.986,0.25
46051,4,5,Germany;Berlin,1.1.2017,40,0.954,0.25
46052,1,3,Czech republic;Brno,1.12.2017,18,0.995,0.05
46053,6,7,Germany;Frankfurt,3.2.2017,171,0.963,0.55
46054,5,6,Germany;Dresden,7.4.2017,60,0.971,0.35
46055,1,7,Germany;Frankfurt,14.10.2017,30,0.991,0.25
46056,7,2,Denmark;Copenhagen,24.3.2017,153,0.972,0.55
46057,7,6,Germany;Dresden,23.1.2017,156,0.96,0.55
46058,5,5,Germany;Berlin,30.6.2017,84,0.978,0.4
46059,9,1,Czech republic;Prague,2.5.2017,60,0.969,0.35
46060,7,2,Denmark;Copenhagen,14.5.2017,96,0.973,0.4
46061,4,4,Germany;Frankfurt,13.12.2017,87,0.998,0.4
46062,4,5,Germany;Berlin,24.4.2017,4,0.975,0
46063,9,7,Germany;Frankfurt,20.4.2017,33,0.976,0.25
46064,1,2,Denmark;Copenhagen,16.3.2017,184,0.972,0.6
46065,3,5,Germany;Berlin,10.8.2017,76,0.986,0.4
46066,3,1,Czech republic;Prague,12.6.2017,42,0.981,0.25
46067,8,7,Germany;Frankfurt,12.11.2017,39,0.995,0.25
46068,9,3,Czech republic;Ostrava,16.6.2017,79,0.982,0.4
46069,7,7,Germany;Frankfurt,17.11.2017,43,0.995,0.25
46070,3,2,Denmark;Copenhagen,6.6.2017,45,0.975,0.25
46071,8,4,Germany;Frankfurt,3.12.2017,28,0.997,0.25
46072,6,4,Germany;Frankfurt,24.6.2017,149,0.979,0.5
46073,9,6,Germany;Dresden,25.1.2017,28,0.967,0.25
46074,8,3,Czech republic;Ostrava,13.10.2017,85,0.991,0.4
46075,7,6,Germany;Dresden,8.5.2017,26,0.972,0.25
46076,3,1,Czech republic;Prague,5.11.2017,181,0.994,0.6
46077,6,2,Denmark;Copenhagen,6.3.2017,45,0.963,0.25
46078,7,5,Germany;Berlin,2.5.2017,51,0.969,0.35
46079,5,6,Germany;Dresden,18.5.2017,43,0.977,0.25
46080,6,4,Germany;Frankfurt,29.10.2017,46,0.993,0.25
46081,2,6,Germany;Dresden,2.9.2017,172,0.986,0.55
46082,3,1,Czech republic;Prague,12.7.2017,28,0.979,0.25
46083,3,5,Germany;Berlin,6.1.2017,35,0.966,0.25
46084,2,6,Germany;Dresden,19.4.2017,89,0.976,0.4
46085,6,5,Germany;Berlin,11.5.2017,42,0.977,0.25
46086,2,1,Czech republic;Prague,14.12.2017,79,0.998,0.4
46087,6,2,Denmark;Copenhagen,24.1.2017,84,0.962,0.4
46088,5,2,Denmark;Copenhagen,28.6.2017,32,0.979,0.25
46089,4,2,Denmark;Copenhagen,9.4.2017,157,0.974,0.55
46090,10,7,Germany;Frankfurt,20.2.2017,43,0.971,0.25
46091,4,4,Germany;Frankfurt,16.1.2017,27,0.957,0.25
46092,7,5,Germany;Berlin,6.8.2017,74,0.982,0.35
46093,10,5,Germany;Berlin,11.12.2017,160,0.997,0.55
46094,1,1,Czech republic;Prague,31.3.2017,31,0.971,0.25
46095,6,7,Germany;Frankfurt,26.2.2017,2,0.962,0
46096,7,6,Germany;Dresden,11.3.2017,37,0.968,0.25
46097,6,3,Czech republic;Brno,16.11.2017,35,0.994,0.25
46098,4,3,Czech republic;Brno,16.1.2017,112,0.957,0.5
46099,7,4,Germany;Frankfurt,9.4.2017,74,0.974,0.35
46100,11,6,Germany;Dresden,11.10.2017,133,0.99,0.5
46101,3,5,Germany;Berlin,27.2.2017,90,0.969,0.4
46102,5,1,Czech republic;Prague,15.7.2017,156,0.982,0.55
46103,2,6,Germany;Dresden,16.10.2017,115,0.992,0.5
46104,9,3,Czech republic;Ostrava,25.1.2017,44,0.967,0.25
46105,4,5,Germany;Berlin,22.6.2017,163,0.98,0.55
46106,5,1,Czech republic;Prague,7.1.2017,105,0.961,0.5
46107,10,1,Czech republic;Prague,2.6.2017,59,0.974,0.35
46108,9,5,Germany;Berlin,21.3.2017,85,0.973,0.4
46109,11,3,Czech republic;Ostrava,20.4.2017,174,0.976,0.55
46110,4,3,Czech republic;Brno,1.11.2017,48,0.992,0.25
46111,10,4,Germany;Frankfurt,2.3.2017,36,0.968,0.25
46112,7,7,Germany;Frankfurt,25.1.2017,43,0.967,0.25
46113,6,3,Czech republic;Brno,4.11.2017,67,0.993,0.35
46114,7,7,Germany;Frankfurt,4.2.2017,34,0.964,0.25
46115,8,6,Germany;Dresden,1.12.2017,89,0.995,0.4
46116,9,6,Germany;Dresden,30.8.2017,65,0.987,0.35
46117,1,4,Germany;Frankfurt,17.1.2017,25,0.966,0.25
46118,10,1,Czech republic;Prague,6.4.2017,62,0.969,0.35
46119,3,7,Germany;Frankfurt,28.6.2017,47,0.979,0.25
46120,4,3,Czech republic;Brno,26.7.2017,193,0.98,0.6
46121,2,6,Germany;Dresden,1.10.2017,98,0.99,0.4
46122,9,4,Germany;Frankfurt,12.8.2017,109,0.983,0.5
46123,5,1,Czech republic;Prague,8.4.2017,45,0.974,0.25
46124,9,7,Germany;Frankfurt,18.9.2017,26,0.99,0.25
46125,6,4,Germany;Frankfurt,12.10.2017,105,0.991,0.5
46126,9,3,Czech republic;Ostrava,15.9.2017,74,0.989,0.35
46127,11,2,Denmark;Copenhagen,7.8.2017,29,0.986,0.25
46128,5,5,Germany;Berlin,23.5.2017,81,0.977,0.4
46129,3,5,Germany;Berlin,13.2.2017,38,0.965,0.25
46130,11,3,Czech republic;Ostrava,15.1.2017,137,0.964,0.5
46131,2,1,Czech republic;Prague,22.10.2017,47,0.992,0.25
46132,2,3,Czech republic;Brno,27.9.2017,58,0.989,0.35
46133,3,1,Czech republic;Prague,8.11.2017,184,0.993,0.6
46134,5,5,Germany;Berlin,7.3.2017,41,0.97,0.25
46135,7,3,Czech republic;Ostrava,29.3.2017,47,0.97,0.25
46136,11,5,Germany;Berlin,27.5.2017,48,0.975,0.25
46137,3,2,Denmark;Copenhagen,28.6.2017,169,0.979,0.55
46138,1,7,Germany;Frankfurt,1.6.2017,71,0.974,0.35
46139,8,2,Denmark;Copenhagen,24.8.2017,90,0.987,0.4
46140,3,5,Germany;Berlin,27.12.2017,31,0.999,0.25
46141,2,5,Germany;Berlin,3.8.2017,39,0.984,0.25
46142,7,7,Germany;Frankfurt,14.3.2017,141,0.964,0.5
46143,10,2,Denmark;Copenhagen,12.10.2017,67,0.991,0.35
46144,1,1,Czech republic;Prague,5.12.2017,32,0.997,0.25
46145,1,3,Czech republic;Brno,2.3.2017,80,0.968,0.4
46146,7,6,Germany;Dresden,15.12.2017,36,0.998,0.25
46147,10,5,Germany;Berlin,30.7.2017,132,0.984,0.5
46148,8,7,Germany;Frankfurt,23.5.2017,64,0.977,0.35
46149,9,4,Germany;Frankfurt,19.8.2017,85,0.985,0.4
46150,5,3,Czech republic;Brno,11.4.2017,29,0.968,0.25
46151,4,4,Germany;Frankfurt,22.3.2017,32,0.971,0.25
46152,8,7,Germany;Frankfurt,31.7.2017,46,0.982,0.25
46153,8,7,Germany;Frankfurt,30.7.2017,63,0.984,0.35
46154,7,6,Germany;Dresden,10.2.2017,89,0.962,0.4
46155,9,2,Denmark;Copenhagen,15.5.2017,17,0.971,0.05
46156,2,1,Czech republic;Prague,1.10.2017,29,0.99,0.25
46157,7,6,Germany;Dresden,17.3.2017,57,0.97,0.35
46158,6,3,Czech republic;Brno,10.12.2017,45,0.997,0.25
46159,3,3,Czech republic;Brno,26.3.2017,8,0.973,0
46160,1,7,Germany;Frankfurt,13.10.2017,27,0.991,0.25
46161,2,1,Czech republic;Prague,18.7.2017,168,0.98,0.55
46162,2,1,Czech republic;Prague,20.9.2017,86,0.99,0.4
46163,10,3,Czech republic;Ostrava,24.3.2017,46,0.972,0.25
46164,8,6,Germany;Dresden,26.6.2017,67,0.981,0.35
46165,5,3,Czech republic;Brno,4.10.2017,64,0.99,0.35
46166,10,5,Germany;Berlin,11.2.2017,38,0.96,0.25
46167,10,4,Germany;Frankfurt,25.4.2017,139,0.975,0.5
46168,11,3,Czech republic;Ostrava,6.3.2017,94,0.963,0.4
46169,6,5,Germany;Berlin,24.11.2017,4,0.996,0
46170,8,5,Germany;Berlin,24.2.2017,25,0.971,0.25
46171,10,2,Denmark;Copenhagen,20.5.2017,61,0.976,0.35
46172,5,4,Germany;Frankfurt,27.3.2017,26,0.97,0.25
46173,9,3,Czech republic;Ostrava,20.9.2017,73,0.99,0.35
46174,1,3,Czech republic;Brno,23.4.2017,60,0.973,0.35
46175,5,2,Denmark;Copenhagen,27.2.2017,65,0.969,0.35
46176,4,2,Denmark;Copenhagen,31.12.2017,85,0.999,0.4
46177,6,4,Germany;Frankfurt,6.8.2017,62,0.982,0.35
46178,1,2,Denmark;Copenhagen,8.10.2017,41,0.991,0.25
46179,11,4,Germany;Frankfurt,19.7.2017,1,0.984,0
46180,2,2,Denmark;Copenhagen,5.12.2017,161,0.997,0.55
46181,6,3,Czech republic;Brno,8.9.2017,50,0.988,0.35
46182,6,3,Czech republic;Brno,20.3.2017,117,0.968,0.5
46183,6,4,Germany;Frankfurt,28.7.2017,84,0.98,0.4
46184,4,4,Germany;Frankfurt,3.11.2017,12,0.994,0.05
46185,8,6,Germany;Dresden,25.2.2017,28,0.964,0.25
46186,3,3,Czech republic;Brno,20.7.2017,180,0.984,0.6
46187,2,6,Germany;Dresden,21.12.2017,33,0.998,0.25
46188,4,7,Germany;Frankfurt,7.11.2017,46,0.993,0.25
46189,3,4,Germany;Frankfurt,27.9.2017,31,0.989,0.25
46190,3,7,Germany;Frankfurt,28.11.2017,76,0.996,0.4
46191,1,4,Germany;Frankfurt,14.1.2017,61,0.955,0.35
46192,4,7,Germany;Frankfurt,1.10.2017,30,0.99,0.25
46193,10,4,Germany;Frankfurt,11.9.2017,50,0.987,0.35
46194,2,5,Germany;Berlin,30.10.2017,148,0.992,0.5
46195,9,2,Denmark;Copenhagen,14.4.2017,58,0.972,0.35
46196,11,4,Germany;Frankfurt,27.11.2017,30,0.996,0.25
46197,6,4,Germany;Frankfurt,18.11.2017,139,0.994,0.5
46198,3,5,Germany;Berlin,26.3.2017,47,0.973,0.25
46199,1,6,Germany;Dresden,24.2.2017,47,0.971,0.25
46200,5,5,Germany;Berlin,20.9.2017,182,0.99,0.6
46201,5,7,Germany;Frankfurt,10.12.2017,58,0.997,0.35
46202,7,6,Germany;Dresden,12.7.2017,60,0.979,0.35
46203,3,1,Czech republic;Prague,2.4.2017,43,0.974,0.25
46204,7,3,Czech republic;Ostrava,14.7.2017,194,0.981,0.6
46205,6,4,Germany;Frankfurt,19.6.2017,70,0.981,0.35
46206,2,2,Denmark;Copenhagen,16.5.2017,40,0.973,0.25
46207,7,4,Germany;Frankfurt,17.3.2017,50,0.97,0.35
46208,3,4,Germany;Frankfurt,17.5.2017,72,0.972,0.35
46209,9,1,Czech republic;Prague,18.12.2017,37,0.998,0.25
46210,8,4,Germany;Frankfurt,18.10.2017,54,0.991,0.35
46211,7,6,Germany;Dresden,8.8.2017,20,0.984,0.2
46212,1,4,Germany;Frankfurt,27.1.2017,173,0.966,0.55
46213,10,4,Germany;Frankfurt,22.12.2017,49,0.999,0.25
46214,3,7,Germany;Frankfurt,6.6.2017,88,0.975,0.4
46215,2,2,Denmark;Copenhagen,13.10.2017,74,0.991,0.35
46216,3,5,Germany;Berlin,27.5.2017,44,0.975,0.25
46217,11,7,Germany;Frankfurt,7.2.2017,8,0.963,0
46218,2,2,Denmark;Copenhagen,30.10.2017,87,0.992,0.4
46219,6,7,Germany;Frankfurt,19.3.2017,119,0.97,0.5
46220,5,7,Germany;Frankfurt,16.12.2017,51,0.998,0.35
46221,10,6,Germany;Dresden,1.7.2017,156,0.978,0.55
46222,4,2,Denmark;Copenhagen,30.9.2017,142,0.988,0.5
46223,5,5,Germany;Berlin,27.11.2017,83,0.996,0.4
46224,1,2,Denmark;Copenhagen,15.12.2017,7,0.998,0
46225,9,1,Czech republic;Prague,4.6.2017,32,0.976,0.25
46226,10,2,Denmark;Copenhagen,12.10.2017,194,0.991,0.6
46227,3,6,Germany;Dresden,7.8.2017,49,0.986,0.25
46228,10,7,Germany;Frankfurt,30.11.2017,31,0.996,0.25
46229,1,2,Denmark;Copenhagen,8.5.2017,96,0.972,0.4
46230,7,7,Germany;Frankfurt,7.6.2017,32,0.977,0.25
46231,3,2,Denmark;Copenhagen,7.9.2017,27,0.986,0.25
46232,4,1,Czech republic;Prague,22.2.2017,31,0.96,0.25
46233,3,1,Czech republic;Prague,20.12.2017,104,0.998,0.5
46234,1,5,Germany;Berlin,9.7.2017,95,0.981,0.4
46235,6,4,Germany;Frankfurt,27.10.2017,44,0.991,0.25
46236,9,3,Czech republic;Ostrava,24.8.2017,131,0.987,0.5
46237,4,2,Denmark;Copenhagen,14.1.2017,77,0.955,0.4
46238,1,1,Czech republic;Prague,27.3.2017,132,0.97,0.5
46239,4,2,Denmark;Copenhagen,17.10.2017,167,0.991,0.55
46240,1,5,Germany;Berlin,24.8.2017,50,0.987,0.35
46241,7,1,Czech republic;Prague,1.4.2017,64,0.971,0.35
46242,1,7,Germany;Frankfurt,1.12.2017,54,0.995,0.35
46243,8,5,Germany;Berlin,8.3.2017,70,0.967,0.35
46244,3,4,Germany;Frankfurt,4.5.2017,67,0.973,0.35
46245,10,5,Germany;Berlin,24.12.2017,94,0.999,0.4
46246,2,2,Denmark;Copenhagen,29.8.2017,44,0.988,0.25
46247,2,1,Czech republic;Prague,20.4.2017,76,0.976,0.4
46248,8,7,Germany;Frankfurt,9.1.2017,50,0.956,0.35
46249,10,4,Germany;Frankfurt,14.11.2017,46,0.994,0.25
46250,7,5,Germany;Berlin,18.7.2017,50,0.98,0.35
46251,11,4,Germany;Frankfurt,27.3.2017,42,0.97,0.25
46252,3,7,Germany;Frankfurt,19.2.2017,96,0.968,0.4
46253,2,3,Czech republic;Brno,10.10.2017,34,0.989,0.25
46254,5,7,Germany;Frankfurt,16.2.2017,166,0.97,0.55
46255,2,2,Denmark;Copenhagen,29.12.2017,122,0.999,0.5
46256,6,7,Germany;Frankfurt,28.1.2017,53,0.967,0.35
46257,9,3,Czech republic;Ostrava,18.2.2017,145,0.969,0.5
46258,11,4,Germany;Frankfurt,14.8.2017,35,0.985,0.25
46259,8,5,Germany;Berlin,1.9.2017,27,0.987,0.25
46260,11,2,Denmark;Copenhagen,23.11.2017,154,0.996,0.55
46261,4,6,Germany;Dresden,9.9.2017,71,0.989,0.35
46262,6,5,Germany;Berlin,15.2.2017,29,0.96,0.25
46263,2,5,Germany;Berlin,17.4.2017,42,0.974,0.25
46264,5,7,Germany;Frankfurt,7.5.2017,57,0.977,0.35
46265,2,4,Germany;Frankfurt,29.11.2017,45,0.996,0.25
46266,2,2,Denmark;Copenhagen,8.6.2017,30,0.978,0.25
46267,9,6,Germany;Dresden,16.2.2017,43,0.97,0.25
46268,7,3,Czech republic;Ostrava,6.11.2017,25,0.994,0.25
46269,10,2,Denmark;Copenhagen,19.6.2017,73,0.981,0.35
46270,5,1,Czech republic;Prague,6.4.2017,152,0.969,0.55
46271,2,3,Czech republic;Brno,19.9.2017,106,0.987,0.5
46272,7,5,Germany;Berlin,21.10.2017,26,0.991,0.25
46273,3,1,Czech republic;Prague,4.8.2017,38,0.983,0.25
46274,4,1,Czech republic;Prague,29.7.2017,35,0.984,0.25
46275,5,2,Denmark;Copenhagen,7.8.2017,34,0.986,0.25
46276,2,4,Germany;Frankfurt,2.9.2017,66,0.986,0.35
46277,10,5,Germany;Berlin,29.11.2017,78,0.996,0.4
46278,4,1,Czech republic;Prague,16.1.2017,48,0.957,0.25
46279,1,5,Germany;Berlin,20.12.2017,71,0.998,0.35
46280,11,5,Germany;Berlin,8.9.2017,106,0.988,0.5
46281,6,7,Germany;Frankfurt,4.10.2017,43,0.99,0.25
46282,9,5,Germany;Berlin,5.6.2017,28,0.978,0.25
46283,11,4,Germany;Frankfurt,10.6.2017,90,0.981,0.4
46284,3,7,Germany;Frankfurt,9.4.2017,43,0.974,0.25
46285,2,4,Germany;Frankfurt,5.8.2017,50,0.983,0.35
46286,3,7,Germany;Frankfurt,16.7.2017,30,0.982,0.25
46287,10,3,Czech republic;Ostrava,19.10.2017,33,0.992,0.25
46288,6,7,Germany;Frankfurt,27.11.2017,39,0.996,0.25
46289,10,6,Germany;Dresden,2.10.2017,27,0.99,0.25
46290,6,6,Germany;Dresden,17.8.2017,60,0.984,0.35
46291,10,2,Denmark;Copenhagen,3.1.2017,33,0.966,0.25
46292,11,2,Denmark;Copenhagen,31.5.2017,32,0.974,0.25
46293,7,7,Germany;Frankfurt,31.5.2017,69,0.974,0.35
46294,1,5,Germany;Berlin,20.3.2017,33,0.968,0.25
46295,5,1,Czech republic;Prague,29.7.2017,88,0.984,0.4
46296,4,2,Denmark;Copenhagen,16.3.2017,75,0.972,0.4
46297,11,2,Denmark;Copenhagen,8.4.2017,191,0.974,0.6
46298,8,6,Germany;Dresden,30.10.2017,53,0.992,0.35
46299,9,4,Germany;Frankfurt,24.6.2017,117,0.979,0.5
46300,9,3,Czech republic;Ostrava,22.11.2017,36,0.996,0.25
