fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
1,4,6,Germany;Dresden,2.1.2014,145,0.954,0.55
5941,7,1,Czech republic;Prague,23.6.2014,78,0.968,0.4
5942,2,6,Germany;Dresden,23.6.2014,77,0.968,0.4
5943,9,4,Germany;Frankfurt,23.6.2014,76,0.968,0.4
5944,2,5,Germany;Berlin,23.6.2014,70,0.968,0.15
5945,7,5,Germany;Berlin,23.6.2014,70,0.968,0.15
5946,10,5,Germany;Berlin,23.6.2014,69,0.968,0.15
5947,11,5,Germany;Berlin,23.6.2014,64,0.968,0.15
5948,9,7,Germany;Frankfurt,23.6.2014,62,0.968,0.15
5949,11,7,Germany;Frankfurt,23.6.2014,59,0.968,0.15
5950,7,3,Czech republic;Ostrava,23.6.2014,59,0.968,0.15
5951,4,6,Germany;Dresden,23.6.2014,48,0.968,0.15
5952,3,1,Czech republic;Prague,23.6.2014,45,0.968,0.15
5953,2,5,Germany;Berlin,23.6.2014,44,0.968,0.15
5954,3,4,Germany;Frankfurt,23.6.2014,40,0.968,0.15
5955,10,4,Germany;Frankfurt,23.6.2014,33,0.968,0.15
5956,11,7,Germany;Frankfurt,23.6.2014,30,0.968,0.15
5957,5,7,Germany;Frankfurt,23.6.2014,27,0.968,0.15
5958,10,3,Czech republic;Ostrava,23.6.2014,17,0.968,0.01
5959,3,5,Germany;Berlin,23.6.2014,17,0.968,0.01
5960,9,3,Czech republic;Ostrava,23.6.2014,12,0.968,0.01
5961,7,4,Germany;Frankfurt,23.6.2014,9,0.968,0
5962,11,5,Germany;Berlin,23.6.2014,3,0.968,0
5963,7,7,Germany;Frankfurt,23.6.2014,2,0.968,0
5964,9,1,Czech republic;Prague,24.6.2014,150,0.964,0.55
5965,7,4,Germany;Frankfurt,24.6.2014,145,0.964,0.55
5966,9,7,Germany;Frankfurt,24.6.2014,145,0.964,0.55
5967,1,3,Czech republic;Brno,24.6.2014,142,0.964,0.55
5968,3,1,Czech republic;Prague,24.6.2014,140,0.964,0.55
5969,1,7,Germany;Frankfurt,24.6.2014,127,0.964,0.55
5970,4,6,Germany;Dresden,24.6.2014,126,0.964,0.55
5971,9,7,Germany;Frankfurt,24.6.2014,119,0.964,0.55
5972,7,2,Denmark;Copenhagen,24.6.2014,114,0.964,0.55
5973,3,1,Czech republic;Prague,24.6.2014,109,0.964,0.55
5974,11,5,Germany;Berlin,24.6.2014,109,0.964,0.55
5975,6,5,Germany;Berlin,24.6.2014,107,0.964,0.55
5976,5,3,Czech republic;Brno,24.6.2014,105,0.964,0.55
5977,9,3,Czech republic;Ostrava,24.6.2014,104,0.964,0.55
5978,6,6,Germany;Dresden,24.6.2014,98,0.964,0.4
5979,6,3,Czech republic;Brno,24.6.2014,91,0.964,0.4
5980,8,5,Germany;Berlin,24.6.2014,85,0.964,0.4
5981,8,6,Germany;Dresden,24.6.2014,83,0.964,0.4
5982,6,7,Germany;Frankfurt,24.6.2014,78,0.964,0.4
5983,3,4,Germany;Frankfurt,24.6.2014,74,0.964,0.15
5984,8,7,Germany;Frankfurt,24.6.2014,73,0.964,0.15
5985,8,5,Germany;Berlin,24.6.2014,70,0.964,0.15
5986,10,5,Germany;Berlin,24.6.2014,70,0.964,0.15
5987,6,4,Germany;Frankfurt,24.6.2014,68,0.964,0.15
5988,11,7,Germany;Frankfurt,24.6.2014,66,0.964,0.15
5989,9,7,Germany;Frankfurt,24.6.2014,64,0.964,0.15
5990,4,1,Czech republic;Prague,24.6.2014,62,0.964,0.15
5991,10,6,Germany;Dresden,24.6.2014,62,0.964,0.15
5992,11,5,Germany;Berlin,24.6.2014,62,0.964,0.15
5993,1,5,Germany;Berlin,24.6.2014,60,0.964,0.15
5994,8,1,Czech republic;Prague,24.6.2014,57,0.964,0.15
5995,6,3,Czech republic;Brno,24.6.2014,52,0.964,0.15
5996,7,7,Germany;Frankfurt,24.6.2014,48,0.964,0.15
5997,1,7,Germany;Frankfurt,24.6.2014,46,0.964,0.15
5998,6,3,Czech republic;Brno,24.6.2014,44,0.964,0.15
5999,10,1,Czech republic;Prague,24.6.2014,40,0.964,0.15
6000,4,7,Germany;Frankfurt,24.6.2014,36,0.964,0.15
6001,5,5,Germany;Berlin,24.6.2014,33,0.964,0.15
6002,1,6,Germany;Dresden,24.6.2014,26,0.964,0.15
6003,2,7,Germany;Frankfurt,24.6.2014,25,0.964,0.01
6004,1,7,Germany;Frankfurt,24.6.2014,14,0.964,0.01
6005,2,7,Germany;Frankfurt,24.6.2014,8,0.964,0
6006,9,5,Germany;Berlin,24.6.2014,8,0.964,0
6007,3,5,Germany;Berlin,24.6.2014,4,0.964,0
6008,7,5,Germany;Berlin,24.6.2014,4,0.964,0
6009,7,7,Germany;Frankfurt,24.6.2014,2,0.964,0
6010,5,5,Germany;Berlin,25.6.2014,149,0.952,0.55
6011,6,7,Germany;Frankfurt,25.6.2014,140,0.952,0.55
6012,4,5,Germany;Berlin,25.6.2014,139,0.952,0.55
6013,7,3,Czech republic;Ostrava,25.6.2014,138,0.952,0.55
6014,11,2,Denmark;Copenhagen,25.6.2014,138,0.952,0.55
6015,5,2,Denmark;Copenhagen,25.6.2014,134,0.952,0.55
6016,1,3,Czech republic;Brno,25.6.2014,132,0.952,0.55
6017,9,6,Germany;Dresden,25.6.2014,131,0.952,0.55
6018,6,5,Germany;Berlin,25.6.2014,128,0.952,0.55
6019,9,7,Germany;Frankfurt,25.6.2014,127,0.952,0.55
6020,6,1,Czech republic;Prague,25.6.2014,127,0.952,0.55
6021,4,7,Germany;Frankfurt,25.6.2014,120,0.952,0.55
6022,4,1,Czech republic;Prague,25.6.2014,118,0.952,0.55
6023,1,5,Germany;Berlin,25.6.2014,117,0.952,0.55
6024,4,1,Czech republic;Prague,25.6.2014,112,0.952,0.55
6025,10,5,Germany;Berlin,25.6.2014,111,0.952,0.55
6026,4,7,Germany;Frankfurt,25.6.2014,110,0.952,0.55
6027,2,1,Czech republic;Prague,25.6.2014,109,0.952,0.55
6028,4,6,Germany;Dresden,25.6.2014,104,0.952,0.55
6029,2,5,Germany;Berlin,25.6.2014,103,0.952,0.55
6030,3,4,Germany;Frankfurt,25.6.2014,102,0.952,0.55
6031,10,5,Germany;Berlin,25.6.2014,100,0.952,0.55
6032,4,5,Germany;Berlin,25.6.2014,95,0.952,0.4
6033,7,7,Germany;Frankfurt,25.6.2014,84,0.952,0.4
6034,10,5,Germany;Berlin,25.6.2014,84,0.952,0.4
6035,7,6,Germany;Dresden,25.6.2014,83,0.952,0.4
6036,6,5,Germany;Berlin,25.6.2014,71,0.952,0.15
6037,11,2,Denmark;Copenhagen,25.6.2014,62,0.952,0.15
6038,10,6,Germany;Dresden,25.6.2014,62,0.952,0.15
6039,3,7,Germany;Frankfurt,25.6.2014,57,0.952,0.15
6040,5,7,Germany;Frankfurt,25.6.2014,54,0.952,0.15
6041,10,5,Germany;Berlin,25.6.2014,52,0.952,0.15
6042,6,6,Germany;Dresden,25.6.2014,52,0.952,0.15
6043,8,5,Germany;Berlin,25.6.2014,52,0.952,0.15
6044,6,5,Germany;Berlin,25.6.2014,51,0.952,0.15
6045,10,5,Germany;Berlin,25.6.2014,48,0.952,0.15
6046,7,2,Denmark;Copenhagen,25.6.2014,47,0.952,0.15
6047,7,5,Germany;Berlin,25.6.2014,38,0.952,0.15
6048,6,7,Germany;Frankfurt,25.6.2014,36,0.952,0.15
6049,4,5,Germany;Berlin,25.6.2014,35,0.952,0.15
6050,3,2,Denmark;Copenhagen,25.6.2014,33,0.952,0.15
6051,8,5,Germany;Berlin,25.6.2014,28,0.952,0.15
6052,6,4,Germany;Frankfurt,25.6.2014,28,0.952,0.15
6053,10,6,Germany;Dresden,25.6.2014,27,0.952,0.15
6054,8,5,Germany;Berlin,25.6.2014,24,0.952,0.01
6055,6,7,Germany;Frankfurt,25.6.2014,21,0.952,0.01
6056,3,5,Germany;Berlin,25.6.2014,19,0.952,0.01
6057,10,5,Germany;Berlin,25.6.2014,15,0.952,0.01
6058,10,7,Germany;Frankfurt,25.6.2014,11,0.952,0.01
6059,1,7,Germany;Frankfurt,25.6.2014,9,0.952,0
6060,7,5,Germany;Berlin,25.6.2014,2,0.952,0
6061,6,7,Germany;Frankfurt,25.6.2014,2,0.952,0
6062,2,5,Germany;Berlin,25.6.2014,1,0.952,0
6063,7,5,Germany;Berlin,25.6.2014,1,0.952,0
6064,11,2,Denmark;Copenhagen,25.6.2014,1,0.952,0
6065,11,3,Czech republic;Ostrava,26.6.2014,149,0.955,0.55
6066,8,1,Czech republic;Prague,26.6.2014,148,0.955,0.55
6067,10,6,Germany;Dresden,26.6.2014,143,0.955,0.55
6068,10,6,Germany;Dresden,26.6.2014,137,0.955,0.55
6069,2,1,Czech republic;Prague,26.6.2014,134,0.955,0.55
6070,9,7,Germany;Frankfurt,26.6.2014,130,0.955,0.55
6071,6,5,Germany;Berlin,26.6.2014,129,0.955,0.55
6072,10,7,Germany;Frankfurt,26.6.2014,128,0.955,0.55
6073,11,5,Germany;Berlin,26.6.2014,125,0.955,0.55
6074,7,7,Germany;Frankfurt,26.6.2014,123,0.955,0.55
6075,9,5,Germany;Berlin,26.6.2014,119,0.955,0.55
6076,9,7,Germany;Frankfurt,26.6.2014,118,0.955,0.55
6077,1,3,Czech republic;Brno,26.6.2014,115,0.955,0.55
6078,9,2,Denmark;Copenhagen,26.6.2014,113,0.955,0.55
6079,7,7,Germany;Frankfurt,26.6.2014,109,0.955,0.55
6080,5,1,Czech republic;Prague,26.6.2014,108,0.955,0.55
6081,10,7,Germany;Frankfurt,26.6.2014,108,0.955,0.55
6082,1,1,Czech republic;Prague,26.6.2014,106,0.955,0.55
6083,9,5,Germany;Berlin,26.6.2014,104,0.955,0.55
6084,2,5,Germany;Berlin,26.6.2014,103,0.955,0.55
6085,9,3,Czech republic;Ostrava,26.6.2014,102,0.955,0.55
6086,11,2,Denmark;Copenhagen,26.6.2014,99,0.955,0.4
6087,1,7,Germany;Frankfurt,26.6.2014,98,0.955,0.4
6088,6,7,Germany;Frankfurt,26.6.2014,95,0.955,0.4
6089,9,3,Czech republic;Ostrava,26.6.2014,93,0.955,0.4
6090,7,5,Germany;Berlin,26.6.2014,93,0.955,0.4
6091,10,1,Czech republic;Prague,26.6.2014,91,0.955,0.4
6092,4,6,Germany;Dresden,26.6.2014,90,0.955,0.4
6093,10,1,Czech republic;Prague,26.6.2014,89,0.955,0.4
6094,9,7,Germany;Frankfurt,26.6.2014,84,0.955,0.4
6095,3,7,Germany;Frankfurt,26.6.2014,75,0.955,0.15
6096,4,4,Germany;Frankfurt,26.6.2014,73,0.955,0.15
6097,7,2,Denmark;Copenhagen,26.6.2014,71,0.955,0.15
6098,6,7,Germany;Frankfurt,26.6.2014,69,0.955,0.15
6099,3,1,Czech republic;Prague,26.6.2014,65,0.955,0.15
6100,10,3,Czech republic;Ostrava,26.6.2014,63,0.955,0.15
6101,4,5,Germany;Berlin,26.6.2014,63,0.955,0.15
6102,1,1,Czech republic;Prague,26.6.2014,61,0.955,0.15
6103,10,5,Germany;Berlin,26.6.2014,54,0.955,0.15
6104,8,5,Germany;Berlin,26.6.2014,54,0.955,0.15
6105,10,3,Czech republic;Ostrava,26.6.2014,51,0.955,0.15
6106,2,5,Germany;Berlin,26.6.2014,50,0.955,0.15
6107,9,5,Germany;Berlin,26.6.2014,34,0.955,0.15
6108,10,3,Czech republic;Ostrava,26.6.2014,32,0.955,0.15
6109,1,5,Germany;Berlin,26.6.2014,26,0.955,0.15
6110,2,5,Germany;Berlin,26.6.2014,21,0.955,0.01
6111,9,2,Denmark;Copenhagen,26.6.2014,21,0.955,0.01
6112,7,5,Germany;Berlin,26.6.2014,15,0.955,0.01
6113,1,7,Germany;Frankfurt,26.6.2014,12,0.955,0.01
6114,10,4,Germany;Frankfurt,26.6.2014,1,0.955,0
6115,7,5,Germany;Berlin,27.6.2014,149,0.962,0.55
6116,11,7,Germany;Frankfurt,27.6.2014,142,0.962,0.55
6117,1,7,Germany;Frankfurt,27.6.2014,138,0.962,0.55
6118,2,5,Germany;Berlin,27.6.2014,134,0.962,0.55
6119,4,5,Germany;Berlin,27.6.2014,131,0.962,0.55
6120,11,3,Czech republic;Ostrava,27.6.2014,113,0.962,0.55
6121,3,6,Germany;Dresden,27.6.2014,108,0.962,0.55
6122,5,1,Czech republic;Prague,27.6.2014,106,0.962,0.55
6123,3,5,Germany;Berlin,27.6.2014,105,0.962,0.55
6124,3,4,Germany;Frankfurt,27.6.2014,101,0.962,0.55
6125,11,3,Czech republic;Ostrava,27.6.2014,93,0.962,0.4
6126,7,7,Germany;Frankfurt,27.6.2014,92,0.962,0.4
6127,2,4,Germany;Frankfurt,27.6.2014,91,0.962,0.4
6128,1,5,Germany;Berlin,27.6.2014,90,0.962,0.4
6129,4,5,Germany;Berlin,27.6.2014,84,0.962,0.4
6130,1,7,Germany;Frankfurt,27.6.2014,83,0.962,0.4
6131,5,5,Germany;Berlin,27.6.2014,81,0.962,0.4
6132,8,5,Germany;Berlin,27.6.2014,81,0.962,0.4
6133,11,5,Germany;Berlin,27.6.2014,80,0.962,0.4
6134,10,5,Germany;Berlin,27.6.2014,78,0.962,0.4
6135,5,7,Germany;Frankfurt,27.6.2014,76,0.962,0.4
6136,7,5,Germany;Berlin,27.6.2014,75,0.962,0.15
6137,2,7,Germany;Frankfurt,27.6.2014,74,0.962,0.15
6138,9,6,Germany;Dresden,27.6.2014,73,0.962,0.15
6139,4,5,Germany;Berlin,27.6.2014,70,0.962,0.15
6140,8,3,Czech republic;Ostrava,27.6.2014,69,0.962,0.15
6141,7,4,Germany;Frankfurt,27.6.2014,67,0.962,0.15
6142,9,2,Denmark;Copenhagen,27.6.2014,63,0.962,0.15
6143,3,7,Germany;Frankfurt,27.6.2014,63,0.962,0.15
6144,6,4,Germany;Frankfurt,27.6.2014,60,0.962,0.15
6145,2,1,Czech republic;Prague,27.6.2014,60,0.962,0.15
6146,4,5,Germany;Berlin,27.6.2014,59,0.962,0.15
6147,6,5,Germany;Berlin,27.6.2014,57,0.962,0.15
6148,3,7,Germany;Frankfurt,27.6.2014,54,0.962,0.15
6149,6,5,Germany;Berlin,27.6.2014,52,0.962,0.15
6150,5,6,Germany;Dresden,27.6.2014,42,0.962,0.15
6151,5,4,Germany;Frankfurt,27.6.2014,39,0.962,0.15
6152,11,5,Germany;Berlin,27.6.2014,32,0.962,0.15
6153,2,7,Germany;Frankfurt,27.6.2014,31,0.962,0.15
6154,11,6,Germany;Dresden,27.6.2014,29,0.962,0.15
6155,8,5,Germany;Berlin,27.6.2014,28,0.962,0.15
6156,6,2,Denmark;Copenhagen,27.6.2014,27,0.962,0.15
6157,7,7,Germany;Frankfurt,27.6.2014,19,0.962,0.01
6158,8,1,Czech republic;Prague,27.6.2014,12,0.962,0.01
6159,3,6,Germany;Dresden,27.6.2014,11,0.962,0.01
6160,4,1,Czech republic;Prague,27.6.2014,9,0.962,0
6161,5,5,Germany;Berlin,27.6.2014,9,0.962,0
6162,2,5,Germany;Berlin,27.6.2014,9,0.962,0
6163,2,4,Germany;Frankfurt,27.6.2014,7,0.962,0
6164,5,5,Germany;Berlin,27.6.2014,3,0.962,0
6165,3,4,Germany;Frankfurt,28.6.2014,150,0.96,0.55
6166,2,3,Czech republic;Brno,28.6.2014,149,0.96,0.55
6167,2,3,Czech republic;Brno,28.6.2014,147,0.96,0.55
6168,7,7,Germany;Frankfurt,28.6.2014,143,0.96,0.55
6169,9,7,Germany;Frankfurt,28.6.2014,135,0.96,0.55
6170,2,5,Germany;Berlin,28.6.2014,130,0.96,0.55
6171,3,5,Germany;Berlin,28.6.2014,122,0.96,0.55
6172,9,7,Germany;Frankfurt,28.6.2014,121,0.96,0.55
6173,10,5,Germany;Berlin,28.6.2014,121,0.96,0.55
6174,5,6,Germany;Dresden,28.6.2014,121,0.96,0.55
6175,2,7,Germany;Frankfurt,28.6.2014,112,0.96,0.55
6176,7,4,Germany;Frankfurt,28.6.2014,112,0.96,0.55
6177,6,5,Germany;Berlin,28.6.2014,110,0.96,0.55
6178,9,1,Czech republic;Prague,28.6.2014,108,0.96,0.55
6179,5,1,Czech republic;Prague,28.6.2014,107,0.96,0.55
6180,5,6,Germany;Dresden,28.6.2014,102,0.96,0.55
6181,1,1,Czech republic;Prague,28.6.2014,100,0.96,0.55
6182,11,2,Denmark;Copenhagen,28.6.2014,95,0.96,0.4
6183,6,7,Germany;Frankfurt,28.6.2014,93,0.96,0.4
6184,11,7,Germany;Frankfurt,28.6.2014,92,0.96,0.4
6185,1,5,Germany;Berlin,28.6.2014,90,0.96,0.4
6186,4,7,Germany;Frankfurt,28.6.2014,85,0.96,0.4
6187,7,5,Germany;Berlin,28.6.2014,82,0.96,0.4
6188,7,7,Germany;Frankfurt,28.6.2014,75,0.96,0.15
6189,9,2,Denmark;Copenhagen,28.6.2014,74,0.96,0.15
6190,1,6,Germany;Dresden,28.6.2014,71,0.96,0.15
6191,8,5,Germany;Berlin,28.6.2014,70,0.96,0.15
6192,10,5,Germany;Berlin,28.6.2014,69,0.96,0.15
6193,7,2,Denmark;Copenhagen,28.6.2014,69,0.96,0.15
6194,4,5,Germany;Berlin,28.6.2014,64,0.96,0.15
6195,2,2,Denmark;Copenhagen,28.6.2014,63,0.96,0.15
6196,3,2,Denmark;Copenhagen,28.6.2014,58,0.96,0.15
6197,11,5,Germany;Berlin,28.6.2014,53,0.96,0.15
6198,7,7,Germany;Frankfurt,28.6.2014,52,0.96,0.15
6199,8,5,Germany;Berlin,28.6.2014,51,0.96,0.15
6200,10,5,Germany;Berlin,28.6.2014,47,0.96,0.15
6201,1,2,Denmark;Copenhagen,28.6.2014,46,0.96,0.15
6202,8,5,Germany;Berlin,28.6.2014,42,0.96,0.15
6203,3,6,Germany;Dresden,28.6.2014,35,0.96,0.15
6204,4,7,Germany;Frankfurt,28.6.2014,35,0.96,0.15
6205,1,4,Germany;Frankfurt,28.6.2014,30,0.96,0.15
6206,1,7,Germany;Frankfurt,28.6.2014,26,0.96,0.15
6207,1,5,Germany;Berlin,28.6.2014,19,0.96,0.01
6208,3,5,Germany;Berlin,28.6.2014,12,0.96,0.01
6209,6,4,Germany;Frankfurt,28.6.2014,4,0.96,0
6210,7,5,Germany;Berlin,30.6.2014,147,0.952,0.55
6211,5,5,Germany;Berlin,30.6.2014,144,0.952,0.55
6212,7,1,Czech republic;Prague,30.6.2014,138,0.952,0.55
6213,9,7,Germany;Frankfurt,30.6.2014,133,0.952,0.55
6214,3,7,Germany;Frankfurt,30.6.2014,130,0.952,0.55
6215,7,7,Germany;Frankfurt,30.6.2014,127,0.952,0.55
6216,6,5,Germany;Berlin,30.6.2014,127,0.952,0.55
6217,4,2,Denmark;Copenhagen,30.6.2014,123,0.952,0.55
6218,6,5,Germany;Berlin,30.6.2014,122,0.952,0.55
6219,7,7,Germany;Frankfurt,30.6.2014,120,0.952,0.55
6220,10,5,Germany;Berlin,30.6.2014,116,0.952,0.55
6221,7,4,Germany;Frankfurt,30.6.2014,115,0.952,0.55
6222,6,1,Czech republic;Prague,30.6.2014,113,0.952,0.55
6223,7,5,Germany;Berlin,30.6.2014,113,0.952,0.55
6224,2,5,Germany;Berlin,30.6.2014,113,0.952,0.55
6225,8,5,Germany;Berlin,30.6.2014,107,0.952,0.55
6226,7,6,Germany;Dresden,30.6.2014,104,0.952,0.55
6227,4,7,Germany;Frankfurt,30.6.2014,90,0.952,0.4
6228,4,5,Germany;Berlin,30.6.2014,85,0.952,0.4
6229,2,1,Czech republic;Prague,30.6.2014,84,0.952,0.4
6230,11,5,Germany;Berlin,30.6.2014,82,0.952,0.4
6231,4,5,Germany;Berlin,30.6.2014,77,0.952,0.4
6232,9,5,Germany;Berlin,30.6.2014,76,0.952,0.4
6233,4,7,Germany;Frankfurt,30.6.2014,76,0.952,0.4
6234,2,7,Germany;Frankfurt,30.6.2014,76,0.952,0.4
6235,6,7,Germany;Frankfurt,30.6.2014,75,0.952,0.15
6236,6,7,Germany;Frankfurt,30.6.2014,71,0.952,0.15
6237,3,2,Denmark;Copenhagen,30.6.2014,65,0.952,0.15
6238,8,3,Czech republic;Ostrava,30.6.2014,62,0.952,0.15
6239,11,7,Germany;Frankfurt,30.6.2014,60,0.952,0.15
6240,2,4,Germany;Frankfurt,30.6.2014,59,0.952,0.15
6241,4,7,Germany;Frankfurt,30.6.2014,55,0.952,0.15
6242,7,1,Czech republic;Prague,30.6.2014,55,0.952,0.15
6243,9,2,Denmark;Copenhagen,30.6.2014,51,0.952,0.15
6244,3,5,Germany;Berlin,30.6.2014,46,0.952,0.15
6245,6,5,Germany;Berlin,30.6.2014,41,0.952,0.15
6246,3,6,Germany;Dresden,30.6.2014,41,0.952,0.15
6247,10,4,Germany;Frankfurt,30.6.2014,32,0.952,0.15
6248,10,2,Denmark;Copenhagen,30.6.2014,31,0.952,0.15
6249,11,7,Germany;Frankfurt,30.6.2014,30,0.952,0.15
6250,1,6,Germany;Dresden,30.6.2014,28,0.952,0.15
6251,11,5,Germany;Berlin,30.6.2014,24,0.952,0.01
6252,1,2,Denmark;Copenhagen,30.6.2014,18,0.952,0.01
6253,6,7,Germany;Frankfurt,30.6.2014,12,0.952,0.01
6254,1,2,Denmark;Copenhagen,30.6.2014,5,0.952,0
6255,8,6,Germany;Dresden,30.6.2014,2,0.952,0
6256,7,6,Germany;Dresden,1.7.2014,141,0.949,0.55
6257,11,7,Germany;Frankfurt,1.7.2014,141,0.949,0.55
6258,4,7,Germany;Frankfurt,1.7.2014,133,0.949,0.55
6259,5,1,Czech republic;Prague,1.7.2014,133,0.949,0.55
6260,4,6,Germany;Dresden,1.7.2014,129,0.949,0.55
6261,7,5,Germany;Berlin,1.7.2014,127,0.949,0.55
6262,5,7,Germany;Frankfurt,1.7.2014,121,0.949,0.55
6263,9,7,Germany;Frankfurt,1.7.2014,114,0.949,0.55
6264,6,7,Germany;Frankfurt,1.7.2014,114,0.949,0.55
6265,2,3,Czech republic;Brno,1.7.2014,106,0.949,0.55
6266,5,5,Germany;Berlin,1.7.2014,104,0.949,0.55
6267,3,3,Czech republic;Brno,1.7.2014,90,0.949,0.4
6268,2,7,Germany;Frankfurt,1.7.2014,85,0.949,0.4
6269,8,5,Germany;Berlin,1.7.2014,80,0.949,0.4
6270,2,7,Germany;Frankfurt,1.7.2014,78,0.949,0.4
6271,7,2,Denmark;Copenhagen,1.7.2014,76,0.949,0.4
6272,5,7,Germany;Frankfurt,1.7.2014,71,0.949,0.15
6273,5,5,Germany;Berlin,1.7.2014,68,0.949,0.15
6274,7,6,Germany;Dresden,1.7.2014,66,0.949,0.15
6275,11,2,Denmark;Copenhagen,1.7.2014,52,0.949,0.15
6276,4,6,Germany;Dresden,1.7.2014,51,0.949,0.15
6277,8,3,Czech republic;Ostrava,1.7.2014,50,0.949,0.15
6278,10,5,Germany;Berlin,1.7.2014,49,0.949,0.15
6279,8,7,Germany;Frankfurt,1.7.2014,41,0.949,0.15
6280,5,7,Germany;Frankfurt,1.7.2014,40,0.949,0.15
6281,5,5,Germany;Berlin,1.7.2014,36,0.949,0.15
6282,5,5,Germany;Berlin,1.7.2014,30,0.949,0.15
6283,8,3,Czech republic;Ostrava,1.7.2014,19,0.949,0.01
6284,1,5,Germany;Berlin,1.7.2014,12,0.949,0.01
6285,4,7,Germany;Frankfurt,1.7.2014,9,0.949,0
6286,4,5,Germany;Berlin,1.7.2014,8,0.949,0
6287,2,2,Denmark;Copenhagen,2.7.2014,149,0.952,0.55
6288,4,4,Germany;Frankfurt,2.7.2014,147,0.952,0.55
6289,8,5,Germany;Berlin,2.7.2014,146,0.952,0.55
6290,6,7,Germany;Frankfurt,2.7.2014,143,0.952,0.55
6291,3,5,Germany;Berlin,2.7.2014,136,0.952,0.55
6292,1,5,Germany;Berlin,2.7.2014,135,0.952,0.55
6293,6,5,Germany;Berlin,2.7.2014,128,0.952,0.55
6294,8,6,Germany;Dresden,2.7.2014,128,0.952,0.55
6295,5,5,Germany;Berlin,2.7.2014,127,0.952,0.55
6296,3,5,Germany;Berlin,2.7.2014,124,0.952,0.55
6297,5,7,Germany;Frankfurt,2.7.2014,124,0.952,0.55
6298,5,7,Germany;Frankfurt,2.7.2014,122,0.952,0.55
6299,7,5,Germany;Berlin,2.7.2014,120,0.952,0.55
6300,1,4,Germany;Frankfurt,2.7.2014,120,0.952,0.55
6301,4,4,Germany;Frankfurt,2.7.2014,119,0.952,0.55
6302,6,7,Germany;Frankfurt,2.7.2014,117,0.952,0.55
6303,1,6,Germany;Dresden,2.7.2014,116,0.952,0.55
6304,7,7,Germany;Frankfurt,2.7.2014,116,0.952,0.55
6305,3,5,Germany;Berlin,2.7.2014,113,0.952,0.55
6306,10,5,Germany;Berlin,2.7.2014,111,0.952,0.55
6307,3,6,Germany;Dresden,2.7.2014,110,0.952,0.55
6308,6,7,Germany;Frankfurt,2.7.2014,110,0.952,0.55
6309,11,5,Germany;Berlin,2.7.2014,105,0.952,0.55
6310,3,3,Czech republic;Brno,2.7.2014,103,0.952,0.55
6311,6,7,Germany;Frankfurt,2.7.2014,103,0.952,0.55
6312,7,5,Germany;Berlin,2.7.2014,99,0.952,0.4
6313,8,2,Denmark;Copenhagen,2.7.2014,93,0.952,0.4
6314,3,5,Germany;Berlin,2.7.2014,90,0.952,0.4
6315,8,5,Germany;Berlin,2.7.2014,89,0.952,0.4
6316,11,5,Germany;Berlin,2.7.2014,80,0.952,0.4
6317,9,5,Germany;Berlin,2.7.2014,77,0.952,0.4
6318,9,5,Germany;Berlin,2.7.2014,72,0.952,0.15
6319,6,3,Czech republic;Brno,2.7.2014,70,0.952,0.15
6320,9,5,Germany;Berlin,2.7.2014,67,0.952,0.15
6321,5,2,Denmark;Copenhagen,2.7.2014,58,0.952,0.15
6322,2,7,Germany;Frankfurt,2.7.2014,57,0.952,0.15
6323,2,2,Denmark;Copenhagen,2.7.2014,55,0.952,0.15
6324,11,7,Germany;Frankfurt,2.7.2014,53,0.952,0.15
6325,3,4,Germany;Frankfurt,2.7.2014,52,0.952,0.15
6326,8,7,Germany;Frankfurt,2.7.2014,51,0.952,0.15
6327,6,1,Czech republic;Prague,2.7.2014,49,0.952,0.15
6328,5,3,Czech republic;Brno,2.7.2014,49,0.952,0.15
6329,5,5,Germany;Berlin,2.7.2014,40,0.952,0.15
6330,7,7,Germany;Frankfurt,2.7.2014,39,0.952,0.15
6331,5,7,Germany;Frankfurt,2.7.2014,39,0.952,0.15
6332,3,5,Germany;Berlin,2.7.2014,30,0.952,0.15
6333,11,6,Germany;Dresden,2.7.2014,29,0.952,0.15
6334,5,7,Germany;Frankfurt,2.7.2014,24,0.952,0.01
6335,9,5,Germany;Berlin,2.7.2014,23,0.952,0.01
6336,8,5,Germany;Berlin,2.7.2014,22,0.952,0.01
6337,3,7,Germany;Frankfurt,2.7.2014,20,0.952,0.01
6338,9,5,Germany;Berlin,2.7.2014,14,0.952,0.01
6339,6,5,Germany;Berlin,2.7.2014,14,0.952,0.01
6340,7,3,Czech republic;Ostrava,2.7.2014,11,0.952,0.01
6341,4,4,Germany;Frankfurt,2.7.2014,10,0.952,0
6342,7,6,Germany;Dresden,2.7.2014,7,0.952,0
6343,10,7,Germany;Frankfurt,2.7.2014,5,0.952,0
6344,11,1,Czech republic;Prague,2.7.2014,5,0.952,0
6345,3,7,Germany;Frankfurt,2.7.2014,5,0.952,0
6346,3,1,Czech republic;Prague,2.7.2014,3,0.952,0
6347,8,5,Germany;Berlin,2.7.2014,3,0.952,0
6348,6,5,Germany;Berlin,3.7.2014,139,0.961,0.55
6349,8,5,Germany;Berlin,3.7.2014,138,0.961,0.55
