fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
12249,3,5,Germany;Berlin,2.1.2015,144,0.966,0.55
17494,7,4,Germany;Frankfurt,6.6.2015,84,0.96,0.4
17495,11,4,Germany;Frankfurt,6.6.2015,83,0.96,0.4
17496,3,5,Germany;Berlin,6.6.2015,81,0.96,0.4
17497,3,5,Germany;Berlin,6.6.2015,78,0.96,0.4
17498,10,7,Germany;Frankfurt,6.6.2015,74,0.96,0.15
17499,11,2,Denmark;Copenhagen,6.6.2015,72,0.96,0.15
17500,3,6,Germany;Dresden,6.6.2015,70,0.96,0.15
17501,6,5,Germany;Berlin,6.6.2015,67,0.96,0.15
17502,8,1,Czech republic;Prague,6.6.2015,65,0.96,0.15
17503,2,5,Germany;Berlin,6.6.2015,62,0.96,0.15
17504,8,1,Czech republic;Prague,6.6.2015,53,0.96,0.15
17505,11,1,Czech republic;Prague,6.6.2015,52,0.96,0.15
17506,3,7,Germany;Frankfurt,6.6.2015,48,0.96,0.15
17507,1,7,Germany;Frankfurt,6.6.2015,44,0.96,0.15
17508,11,5,Germany;Berlin,6.6.2015,42,0.96,0.15
17509,11,7,Germany;Frankfurt,6.6.2015,40,0.96,0.15
17510,3,5,Germany;Berlin,6.6.2015,40,0.96,0.15
17511,3,7,Germany;Frankfurt,6.6.2015,39,0.96,0.15
17512,10,7,Germany;Frankfurt,6.6.2015,30,0.96,0.15
17513,7,7,Germany;Frankfurt,6.6.2015,24,0.96,0.01
17514,8,3,Czech republic;Ostrava,6.6.2015,20,0.96,0.01
17515,10,1,Czech republic;Prague,6.6.2015,19,0.96,0.01
17516,10,1,Czech republic;Prague,6.6.2015,16,0.96,0.01
17517,3,5,Germany;Berlin,6.6.2015,10,0.96,0
17518,1,5,Germany;Berlin,6.6.2015,5,0.96,0
17519,6,4,Germany;Frankfurt,6.6.2015,4,0.96,0
17520,8,5,Germany;Berlin,6.6.2015,2,0.96,0
17521,11,5,Germany;Berlin,6.6.2015,1,0.96,0
17522,6,7,Germany;Frankfurt,8.6.2015,149,0.963,0.55
17523,10,7,Germany;Frankfurt,8.6.2015,145,0.963,0.55
17524,11,5,Germany;Berlin,8.6.2015,141,0.963,0.55
17525,7,7,Germany;Frankfurt,8.6.2015,135,0.963,0.55
17526,6,7,Germany;Frankfurt,8.6.2015,132,0.963,0.55
17527,10,2,Denmark;Copenhagen,8.6.2015,131,0.963,0.55
17528,2,7,Germany;Frankfurt,8.6.2015,130,0.963,0.55
17529,10,7,Germany;Frankfurt,8.6.2015,125,0.963,0.55
17530,7,5,Germany;Berlin,8.6.2015,124,0.963,0.55
17531,10,3,Czech republic;Ostrava,8.6.2015,123,0.963,0.55
17532,6,7,Germany;Frankfurt,8.6.2015,119,0.963,0.55
17533,11,4,Germany;Frankfurt,8.6.2015,114,0.963,0.55
17534,1,5,Germany;Berlin,8.6.2015,111,0.963,0.55
17535,2,2,Denmark;Copenhagen,8.6.2015,110,0.963,0.55
17536,9,5,Germany;Berlin,8.6.2015,104,0.963,0.55
17537,8,7,Germany;Frankfurt,8.6.2015,104,0.963,0.55
17538,6,6,Germany;Dresden,8.6.2015,102,0.963,0.55
17539,10,5,Germany;Berlin,8.6.2015,94,0.963,0.4
17540,1,7,Germany;Frankfurt,8.6.2015,87,0.963,0.4
17541,6,4,Germany;Frankfurt,8.6.2015,85,0.963,0.4
17542,10,5,Germany;Berlin,8.6.2015,80,0.963,0.4
17543,7,4,Germany;Frankfurt,8.6.2015,77,0.963,0.4
17544,8,6,Germany;Dresden,8.6.2015,71,0.963,0.15
17545,9,7,Germany;Frankfurt,8.6.2015,67,0.963,0.15
17546,2,5,Germany;Berlin,8.6.2015,65,0.963,0.15
17547,2,4,Germany;Frankfurt,8.6.2015,58,0.963,0.15
17548,8,5,Germany;Berlin,8.6.2015,56,0.963,0.15
17549,1,2,Denmark;Copenhagen,8.6.2015,54,0.963,0.15
17550,7,3,Czech republic;Ostrava,8.6.2015,53,0.963,0.15
17551,11,5,Germany;Berlin,8.6.2015,53,0.963,0.15
17552,2,2,Denmark;Copenhagen,8.6.2015,47,0.963,0.15
17553,7,4,Germany;Frankfurt,8.6.2015,46,0.963,0.15
17554,6,1,Czech republic;Prague,8.6.2015,45,0.963,0.15
17555,3,3,Czech republic;Brno,8.6.2015,43,0.963,0.15
17556,4,7,Germany;Frankfurt,8.6.2015,41,0.963,0.15
17557,2,5,Germany;Berlin,8.6.2015,27,0.963,0.15
17558,4,5,Germany;Berlin,8.6.2015,22,0.963,0.01
17559,10,1,Czech republic;Prague,8.6.2015,21,0.963,0.01
17560,5,4,Germany;Frankfurt,8.6.2015,17,0.963,0.01
17561,9,5,Germany;Berlin,8.6.2015,16,0.963,0.01
17562,4,6,Germany;Dresden,8.6.2015,8,0.963,0
17563,10,1,Czech republic;Prague,8.6.2015,3,0.963,0
17564,3,1,Czech republic;Prague,9.6.2015,144,0.961,0.55
17565,11,5,Germany;Berlin,9.6.2015,144,0.961,0.55
17566,2,7,Germany;Frankfurt,9.6.2015,141,0.961,0.55
17567,11,7,Germany;Frankfurt,9.6.2015,139,0.961,0.55
17568,3,1,Czech republic;Prague,9.6.2015,136,0.961,0.55
17569,7,7,Germany;Frankfurt,9.6.2015,136,0.961,0.55
17570,7,7,Germany;Frankfurt,9.6.2015,133,0.961,0.55
17571,2,1,Czech republic;Prague,9.6.2015,128,0.961,0.55
17572,2,7,Germany;Frankfurt,9.6.2015,126,0.961,0.55
17573,9,1,Czech republic;Prague,9.6.2015,126,0.961,0.55
17574,4,7,Germany;Frankfurt,9.6.2015,122,0.961,0.55
17575,10,7,Germany;Frankfurt,9.6.2015,113,0.961,0.55
17576,10,6,Germany;Dresden,9.6.2015,111,0.961,0.55
17577,5,2,Denmark;Copenhagen,9.6.2015,109,0.961,0.55
17578,7,2,Denmark;Copenhagen,9.6.2015,108,0.961,0.55
17579,8,5,Germany;Berlin,9.6.2015,92,0.961,0.4
17580,3,3,Czech republic;Brno,9.6.2015,89,0.961,0.4
17581,6,6,Germany;Dresden,9.6.2015,88,0.961,0.4
17582,2,7,Germany;Frankfurt,9.6.2015,87,0.961,0.4
17583,5,5,Germany;Berlin,9.6.2015,87,0.961,0.4
17584,1,6,Germany;Dresden,9.6.2015,82,0.961,0.4
17585,10,5,Germany;Berlin,9.6.2015,79,0.961,0.4
17586,8,5,Germany;Berlin,9.6.2015,77,0.961,0.4
17587,6,2,Denmark;Copenhagen,9.6.2015,76,0.961,0.4
17588,11,2,Denmark;Copenhagen,9.6.2015,74,0.961,0.15
17589,8,4,Germany;Frankfurt,9.6.2015,71,0.961,0.15
17590,2,1,Czech republic;Prague,9.6.2015,71,0.961,0.15
17591,8,2,Denmark;Copenhagen,9.6.2015,70,0.961,0.15
17592,7,7,Germany;Frankfurt,9.6.2015,64,0.961,0.15
17593,6,3,Czech republic;Brno,9.6.2015,63,0.961,0.15
17594,1,6,Germany;Dresden,9.6.2015,63,0.961,0.15
17595,4,3,Czech republic;Brno,9.6.2015,63,0.961,0.15
17596,3,7,Germany;Frankfurt,9.6.2015,51,0.961,0.15
17597,5,2,Denmark;Copenhagen,9.6.2015,50,0.961,0.15
17598,11,4,Germany;Frankfurt,9.6.2015,49,0.961,0.15
17599,1,5,Germany;Berlin,9.6.2015,49,0.961,0.15
17600,7,4,Germany;Frankfurt,9.6.2015,43,0.961,0.15
17601,8,5,Germany;Berlin,9.6.2015,40,0.961,0.15
17602,1,5,Germany;Berlin,9.6.2015,36,0.961,0.15
17603,9,5,Germany;Berlin,9.6.2015,35,0.961,0.15
17604,6,5,Germany;Berlin,9.6.2015,35,0.961,0.15
17605,3,1,Czech republic;Prague,9.6.2015,33,0.961,0.15
17606,10,6,Germany;Dresden,9.6.2015,32,0.961,0.15
17607,7,5,Germany;Berlin,9.6.2015,27,0.961,0.15
17608,8,7,Germany;Frankfurt,9.6.2015,27,0.961,0.15
17609,6,1,Czech republic;Prague,9.6.2015,14,0.961,0.01
17610,1,5,Germany;Berlin,9.6.2015,14,0.961,0.01
17611,1,7,Germany;Frankfurt,9.6.2015,13,0.961,0.01
17612,5,7,Germany;Frankfurt,9.6.2015,3,0.961,0
17613,1,6,Germany;Dresden,9.6.2015,1,0.961,0
17614,4,7,Germany;Frankfurt,10.6.2015,149,0.972,0.55
17615,2,7,Germany;Frankfurt,10.6.2015,145,0.972,0.55
17616,11,7,Germany;Frankfurt,10.6.2015,141,0.972,0.55
17617,5,4,Germany;Frankfurt,10.6.2015,135,0.972,0.55
17618,4,5,Germany;Berlin,10.6.2015,134,0.972,0.55
17619,6,7,Germany;Frankfurt,10.6.2015,133,0.972,0.55
17620,9,1,Czech republic;Prague,10.6.2015,125,0.972,0.55
17621,2,3,Czech republic;Brno,10.6.2015,124,0.972,0.55
17622,2,7,Germany;Frankfurt,10.6.2015,113,0.972,0.55
17623,8,5,Germany;Berlin,10.6.2015,108,0.972,0.55
17624,8,5,Germany;Berlin,10.6.2015,107,0.972,0.55
17625,1,7,Germany;Frankfurt,10.6.2015,104,0.972,0.55
17626,10,3,Czech republic;Ostrava,10.6.2015,104,0.972,0.55
17627,2,7,Germany;Frankfurt,10.6.2015,104,0.972,0.55
17628,7,6,Germany;Dresden,10.6.2015,99,0.972,0.4
17629,1,7,Germany;Frankfurt,10.6.2015,83,0.972,0.4
17630,8,4,Germany;Frankfurt,10.6.2015,81,0.972,0.4
17631,11,1,Czech republic;Prague,10.6.2015,80,0.972,0.4
17632,7,6,Germany;Dresden,10.6.2015,79,0.972,0.4
17633,5,5,Germany;Berlin,10.6.2015,78,0.972,0.4
17634,11,4,Germany;Frankfurt,10.6.2015,76,0.972,0.4
17635,10,5,Germany;Berlin,10.6.2015,53,0.972,0.15
17636,1,5,Germany;Berlin,10.6.2015,53,0.972,0.15
17637,9,5,Germany;Berlin,10.6.2015,52,0.972,0.15
17638,5,3,Czech republic;Brno,10.6.2015,48,0.972,0.15
17639,4,4,Germany;Frankfurt,10.6.2015,48,0.972,0.15
17640,9,6,Germany;Dresden,10.6.2015,31,0.972,0.15
17641,2,4,Germany;Frankfurt,10.6.2015,29,0.972,0.15
17642,2,5,Germany;Berlin,10.6.2015,23,0.972,0.01
17643,6,7,Germany;Frankfurt,10.6.2015,21,0.972,0.01
17644,10,5,Germany;Berlin,10.6.2015,17,0.972,0.01
17645,8,5,Germany;Berlin,10.6.2015,8,0.972,0
17646,2,5,Germany;Berlin,11.6.2015,148,0.971,0.55
17647,7,5,Germany;Berlin,11.6.2015,147,0.971,0.55
17648,2,5,Germany;Berlin,11.6.2015,141,0.971,0.55
17649,5,2,Denmark;Copenhagen,11.6.2015,140,0.971,0.55
17650,3,7,Germany;Frankfurt,11.6.2015,133,0.971,0.55
17651,8,5,Germany;Berlin,11.6.2015,130,0.971,0.55
17652,9,6,Germany;Dresden,11.6.2015,126,0.971,0.55
17653,1,5,Germany;Berlin,11.6.2015,120,0.971,0.55
17654,9,4,Germany;Frankfurt,11.6.2015,116,0.971,0.55
17655,8,4,Germany;Frankfurt,11.6.2015,116,0.971,0.55
17656,1,2,Denmark;Copenhagen,11.6.2015,116,0.971,0.55
17657,10,7,Germany;Frankfurt,11.6.2015,114,0.971,0.55
17658,5,5,Germany;Berlin,11.6.2015,105,0.971,0.55
17659,3,4,Germany;Frankfurt,11.6.2015,99,0.971,0.4
17660,8,5,Germany;Berlin,11.6.2015,96,0.971,0.4
17661,8,4,Germany;Frankfurt,11.6.2015,95,0.971,0.4
17662,7,5,Germany;Berlin,11.6.2015,93,0.971,0.4
17663,10,5,Germany;Berlin,11.6.2015,91,0.971,0.4
17664,9,5,Germany;Berlin,11.6.2015,89,0.971,0.4
17665,8,3,Czech republic;Ostrava,11.6.2015,84,0.971,0.4
17666,7,7,Germany;Frankfurt,11.6.2015,83,0.971,0.4
17667,11,2,Denmark;Copenhagen,11.6.2015,78,0.971,0.4
17668,4,6,Germany;Dresden,11.6.2015,77,0.971,0.4
17669,10,6,Germany;Dresden,11.6.2015,75,0.971,0.15
17670,4,5,Germany;Berlin,11.6.2015,70,0.971,0.15
17671,8,5,Germany;Berlin,11.6.2015,70,0.971,0.15
17672,1,7,Germany;Frankfurt,11.6.2015,68,0.971,0.15
17673,10,5,Germany;Berlin,11.6.2015,66,0.971,0.15
17674,6,5,Germany;Berlin,11.6.2015,63,0.971,0.15
17675,3,4,Germany;Frankfurt,11.6.2015,60,0.971,0.15
17676,9,5,Germany;Berlin,11.6.2015,58,0.971,0.15
17677,4,6,Germany;Dresden,11.6.2015,56,0.971,0.15
17678,9,7,Germany;Frankfurt,11.6.2015,55,0.971,0.15
17679,2,4,Germany;Frankfurt,11.6.2015,54,0.971,0.15
17680,11,3,Czech republic;Ostrava,11.6.2015,52,0.971,0.15
17681,3,3,Czech republic;Brno,11.6.2015,49,0.971,0.15
17682,1,7,Germany;Frankfurt,11.6.2015,45,0.971,0.15
17683,5,2,Denmark;Copenhagen,11.6.2015,40,0.971,0.15
17684,2,2,Denmark;Copenhagen,11.6.2015,34,0.971,0.15
17685,5,1,Czech republic;Prague,11.6.2015,33,0.971,0.15
17686,10,7,Germany;Frankfurt,11.6.2015,32,0.971,0.15
17687,6,1,Czech republic;Prague,11.6.2015,32,0.971,0.15
17688,8,7,Germany;Frankfurt,11.6.2015,16,0.971,0.01
17689,8,5,Germany;Berlin,11.6.2015,15,0.971,0.01
17690,3,5,Germany;Berlin,11.6.2015,13,0.971,0.01
17691,1,6,Germany;Dresden,11.6.2015,11,0.971,0.01
17692,3,5,Germany;Berlin,11.6.2015,8,0.971,0
17693,9,5,Germany;Berlin,11.6.2015,4,0.971,0
17694,1,3,Czech republic;Brno,11.6.2015,4,0.971,0
17695,4,6,Germany;Dresden,12.6.2015,149,0.971,0.55
17696,7,5,Germany;Berlin,12.6.2015,149,0.971,0.55
17697,7,4,Germany;Frankfurt,12.6.2015,148,0.971,0.55
17698,4,2,Denmark;Copenhagen,12.6.2015,145,0.971,0.55
17699,1,5,Germany;Berlin,12.6.2015,137,0.971,0.55
17700,3,7,Germany;Frankfurt,12.6.2015,135,0.971,0.55
17701,11,5,Germany;Berlin,12.6.2015,135,0.971,0.55
17702,1,6,Germany;Dresden,12.6.2015,134,0.971,0.55
17703,6,7,Germany;Frankfurt,12.6.2015,131,0.971,0.55
17704,8,7,Germany;Frankfurt,12.6.2015,130,0.971,0.55
17705,3,5,Germany;Berlin,12.6.2015,128,0.971,0.55
17706,9,7,Germany;Frankfurt,12.6.2015,125,0.971,0.55
17707,7,5,Germany;Berlin,12.6.2015,121,0.971,0.55
17708,1,7,Germany;Frankfurt,12.6.2015,120,0.971,0.55
17709,10,7,Germany;Frankfurt,12.6.2015,120,0.971,0.55
17710,10,6,Germany;Dresden,12.6.2015,115,0.971,0.55
17711,2,7,Germany;Frankfurt,12.6.2015,111,0.971,0.55
17712,5,5,Germany;Berlin,12.6.2015,109,0.971,0.55
17713,3,1,Czech republic;Prague,12.6.2015,100,0.971,0.55
17714,10,4,Germany;Frankfurt,12.6.2015,86,0.971,0.4
17715,9,7,Germany;Frankfurt,12.6.2015,81,0.971,0.4
17716,5,3,Czech republic;Brno,12.6.2015,80,0.971,0.4
17717,6,7,Germany;Frankfurt,12.6.2015,75,0.971,0.15
17718,8,7,Germany;Frankfurt,12.6.2015,70,0.971,0.15
17719,6,6,Germany;Dresden,12.6.2015,69,0.971,0.15
17720,1,4,Germany;Frankfurt,12.6.2015,66,0.971,0.15
17721,4,3,Czech republic;Brno,12.6.2015,62,0.971,0.15
17722,4,1,Czech republic;Prague,12.6.2015,57,0.971,0.15
17723,7,7,Germany;Frankfurt,12.6.2015,56,0.971,0.15
17724,3,5,Germany;Berlin,12.6.2015,52,0.971,0.15
17725,2,7,Germany;Frankfurt,12.6.2015,49,0.971,0.15
17726,6,6,Germany;Dresden,12.6.2015,47,0.971,0.15
17727,11,7,Germany;Frankfurt,12.6.2015,38,0.971,0.15
17728,8,7,Germany;Frankfurt,12.6.2015,35,0.971,0.15
17729,4,2,Denmark;Copenhagen,12.6.2015,35,0.971,0.15
17730,7,3,Czech republic;Ostrava,12.6.2015,34,0.971,0.15
17731,7,1,Czech republic;Prague,12.6.2015,32,0.971,0.15
17732,1,3,Czech republic;Brno,12.6.2015,32,0.971,0.15
17733,3,7,Germany;Frankfurt,12.6.2015,29,0.971,0.15
17734,11,2,Denmark;Copenhagen,12.6.2015,27,0.971,0.15
17735,1,6,Germany;Dresden,12.6.2015,24,0.971,0.01
17736,11,2,Denmark;Copenhagen,12.6.2015,23,0.971,0.01
17737,3,7,Germany;Frankfurt,12.6.2015,22,0.971,0.01
17738,9,5,Germany;Berlin,12.6.2015,19,0.971,0.01
17739,5,5,Germany;Berlin,12.6.2015,18,0.971,0.01
17740,9,5,Germany;Berlin,12.6.2015,17,0.971,0.01
17741,4,7,Germany;Frankfurt,12.6.2015,14,0.971,0.01
17742,11,5,Germany;Berlin,12.6.2015,7,0.971,0
17743,11,2,Denmark;Copenhagen,12.6.2015,6,0.971,0
17744,11,5,Germany;Berlin,12.6.2015,4,0.971,0
17745,6,4,Germany;Frankfurt,12.6.2015,3,0.971,0
17746,5,5,Germany;Berlin,13.6.2015,146,0.968,0.55
17747,2,5,Germany;Berlin,13.6.2015,146,0.968,0.55
17748,8,5,Germany;Berlin,13.6.2015,145,0.968,0.55
17749,10,5,Germany;Berlin,13.6.2015,143,0.968,0.55
17750,8,6,Germany;Dresden,13.6.2015,134,0.968,0.55
17751,9,5,Germany;Berlin,13.6.2015,134,0.968,0.55
17752,1,7,Germany;Frankfurt,13.6.2015,129,0.968,0.55
17753,7,7,Germany;Frankfurt,13.6.2015,128,0.968,0.55
17754,6,4,Germany;Frankfurt,13.6.2015,127,0.968,0.55
17755,3,5,Germany;Berlin,13.6.2015,125,0.968,0.55
17756,11,7,Germany;Frankfurt,13.6.2015,122,0.968,0.55
17757,9,5,Germany;Berlin,13.6.2015,122,0.968,0.55
17758,4,6,Germany;Dresden,13.6.2015,120,0.968,0.55
17759,6,3,Czech republic;Brno,13.6.2015,117,0.968,0.55
17760,8,7,Germany;Frankfurt,13.6.2015,117,0.968,0.55
17761,5,1,Czech republic;Prague,13.6.2015,112,0.968,0.55
17762,5,6,Germany;Dresden,13.6.2015,111,0.968,0.55
17763,5,5,Germany;Berlin,13.6.2015,109,0.968,0.55
17764,1,7,Germany;Frankfurt,13.6.2015,106,0.968,0.55
17765,7,4,Germany;Frankfurt,13.6.2015,104,0.968,0.55
17766,1,1,Czech republic;Prague,13.6.2015,101,0.968,0.55
17767,2,7,Germany;Frankfurt,13.6.2015,96,0.968,0.4
17768,5,7,Germany;Frankfurt,13.6.2015,94,0.968,0.4
17769,8,5,Germany;Berlin,13.6.2015,88,0.968,0.4
17770,5,7,Germany;Frankfurt,13.6.2015,87,0.968,0.4
17771,3,5,Germany;Berlin,13.6.2015,86,0.968,0.4
17772,2,7,Germany;Frankfurt,13.6.2015,86,0.968,0.4
17773,8,7,Germany;Frankfurt,13.6.2015,84,0.968,0.4
17774,6,1,Czech republic;Prague,13.6.2015,80,0.968,0.4
17775,10,5,Germany;Berlin,13.6.2015,79,0.968,0.4
17776,9,4,Germany;Frankfurt,13.6.2015,77,0.968,0.4
17777,5,7,Germany;Frankfurt,13.6.2015,76,0.968,0.4
17778,8,2,Denmark;Copenhagen,13.6.2015,76,0.968,0.4
17779,10,7,Germany;Frankfurt,13.6.2015,75,0.968,0.15
17780,11,5,Germany;Berlin,13.6.2015,74,0.968,0.15
17781,11,7,Germany;Frankfurt,13.6.2015,71,0.968,0.15
17782,8,7,Germany;Frankfurt,13.6.2015,64,0.968,0.15
17783,9,3,Czech republic;Ostrava,13.6.2015,62,0.968,0.15
17784,7,5,Germany;Berlin,13.6.2015,59,0.968,0.15
17785,11,2,Denmark;Copenhagen,13.6.2015,54,0.968,0.15
17786,1,2,Denmark;Copenhagen,13.6.2015,53,0.968,0.15
17787,4,5,Germany;Berlin,13.6.2015,51,0.968,0.15
17788,11,7,Germany;Frankfurt,13.6.2015,50,0.968,0.15
17789,11,7,Germany;Frankfurt,13.6.2015,47,0.968,0.15
17790,3,1,Czech republic;Prague,13.6.2015,47,0.968,0.15
17791,9,1,Czech republic;Prague,13.6.2015,45,0.968,0.15
17792,8,3,Czech republic;Ostrava,13.6.2015,41,0.968,0.15
17793,11,5,Germany;Berlin,13.6.2015,40,0.968,0.15
17794,1,5,Germany;Berlin,13.6.2015,37,0.968,0.15
17795,2,5,Germany;Berlin,13.6.2015,29,0.968,0.15
17796,8,4,Germany;Frankfurt,13.6.2015,27,0.968,0.15
17797,10,5,Germany;Berlin,13.6.2015,23,0.968,0.01
17798,11,4,Germany;Frankfurt,13.6.2015,23,0.968,0.01
17799,8,1,Czech republic;Prague,13.6.2015,20,0.968,0.01
17800,9,7,Germany;Frankfurt,13.6.2015,20,0.968,0.01
17801,11,2,Denmark;Copenhagen,13.6.2015,16,0.968,0.01
17802,1,5,Germany;Berlin,13.6.2015,15,0.968,0.01
17803,3,7,Germany;Frankfurt,13.6.2015,6,0.968,0
17804,11,2,Denmark;Copenhagen,13.6.2015,5,0.968,0
17805,9,6,Germany;Dresden,13.6.2015,1,0.968,0
17806,3,4,Germany;Frankfurt,16.6.2015,143,0.973,0.55
17807,5,5,Germany;Berlin,16.6.2015,137,0.973,0.55
17808,3,4,Germany;Frankfurt,16.6.2015,136,0.973,0.55
17809,6,5,Germany;Berlin,16.6.2015,135,0.973,0.55
17810,1,6,Germany;Dresden,16.6.2015,134,0.973,0.55
17811,8,7,Germany;Frankfurt,16.6.2015,131,0.973,0.55
17812,1,7,Germany;Frankfurt,16.6.2015,129,0.973,0.55
17813,4,5,Germany;Berlin,16.6.2015,124,0.973,0.55
17814,11,1,Czech republic;Prague,16.6.2015,120,0.973,0.55
17815,2,2,Denmark;Copenhagen,16.6.2015,115,0.973,0.55
17816,1,7,Germany;Frankfurt,16.6.2015,114,0.973,0.55
17817,2,6,Germany;Dresden,16.6.2015,113,0.973,0.55
17818,8,5,Germany;Berlin,16.6.2015,111,0.973,0.55
17819,2,7,Germany;Frankfurt,16.6.2015,110,0.973,0.55
17820,4,5,Germany;Berlin,16.6.2015,110,0.973,0.55
17821,8,7,Germany;Frankfurt,16.6.2015,107,0.973,0.55
17822,7,5,Germany;Berlin,16.6.2015,105,0.973,0.55
17823,10,3,Czech republic;Ostrava,16.6.2015,105,0.973,0.55
17824,7,5,Germany;Berlin,16.6.2015,99,0.973,0.4
17825,8,7,Germany;Frankfurt,16.6.2015,95,0.973,0.4
17826,10,5,Germany;Berlin,16.6.2015,94,0.973,0.4
17827,5,5,Germany;Berlin,16.6.2015,93,0.973,0.4
17828,3,7,Germany;Frankfurt,16.6.2015,90,0.973,0.4
17829,2,4,Germany;Frankfurt,16.6.2015,87,0.973,0.4
17830,8,7,Germany;Frankfurt,16.6.2015,85,0.973,0.4
17831,2,2,Denmark;Copenhagen,16.6.2015,83,0.973,0.4
17832,6,7,Germany;Frankfurt,16.6.2015,82,0.973,0.4
17833,3,1,Czech republic;Prague,16.6.2015,82,0.973,0.4
17834,9,5,Germany;Berlin,16.6.2015,81,0.973,0.4
17835,10,3,Czech republic;Ostrava,16.6.2015,76,0.973,0.4
17836,5,5,Germany;Berlin,16.6.2015,71,0.973,0.15
17837,5,5,Germany;Berlin,16.6.2015,63,0.973,0.15
17838,5,5,Germany;Berlin,16.6.2015,62,0.973,0.15
17839,10,3,Czech republic;Ostrava,16.6.2015,61,0.973,0.15
17840,2,7,Germany;Frankfurt,16.6.2015,60,0.973,0.15
17841,8,2,Denmark;Copenhagen,16.6.2015,60,0.973,0.15
17842,2,7,Germany;Frankfurt,16.6.2015,57,0.973,0.15
17843,9,3,Czech republic;Ostrava,16.6.2015,54,0.973,0.15
17844,3,5,Germany;Berlin,16.6.2015,48,0.973,0.15
17845,4,7,Germany;Frankfurt,16.6.2015,48,0.973,0.15
17846,3,5,Germany;Berlin,16.6.2015,46,0.973,0.15
17847,2,4,Germany;Frankfurt,16.6.2015,34,0.973,0.15
17848,4,7,Germany;Frankfurt,16.6.2015,34,0.973,0.15
17849,4,7,Germany;Frankfurt,16.6.2015,25,0.973,0.01
17850,2,1,Czech republic;Prague,16.6.2015,15,0.973,0.01
17851,3,3,Czech republic;Brno,16.6.2015,10,0.973,0
17852,10,2,Denmark;Copenhagen,16.6.2015,7,0.973,0
17853,6,7,Germany;Frankfurt,16.6.2015,6,0.973,0
17854,10,5,Germany;Berlin,17.6.2015,150,0.969,0.55
17855,2,5,Germany;Berlin,17.6.2015,149,0.969,0.55
17856,4,5,Germany;Berlin,17.6.2015,148,0.969,0.55
17857,4,5,Germany;Berlin,17.6.2015,147,0.969,0.55
17858,6,5,Germany;Berlin,17.6.2015,144,0.969,0.55
17859,4,7,Germany;Frankfurt,17.6.2015,143,0.969,0.55
17860,6,1,Czech republic;Prague,17.6.2015,142,0.969,0.55
17861,9,5,Germany;Berlin,17.6.2015,139,0.969,0.55
17862,5,5,Germany;Berlin,17.6.2015,134,0.969,0.55
17863,4,5,Germany;Berlin,17.6.2015,132,0.969,0.55
17864,3,4,Germany;Frankfurt,17.6.2015,132,0.969,0.55
17865,5,7,Germany;Frankfurt,17.6.2015,128,0.969,0.55
17866,4,2,Denmark;Copenhagen,17.6.2015,123,0.969,0.55
17867,1,4,Germany;Frankfurt,17.6.2015,118,0.969,0.55
17868,1,5,Germany;Berlin,17.6.2015,115,0.969,0.55
17869,11,5,Germany;Berlin,17.6.2015,114,0.969,0.55
17870,1,5,Germany;Berlin,17.6.2015,113,0.969,0.55
17871,2,7,Germany;Frankfurt,17.6.2015,110,0.969,0.55
17872,3,5,Germany;Berlin,17.6.2015,106,0.969,0.55
17873,3,6,Germany;Dresden,17.6.2015,105,0.969,0.55
17874,6,7,Germany;Frankfurt,17.6.2015,103,0.969,0.55
17875,3,5,Germany;Berlin,17.6.2015,101,0.969,0.55
17876,5,2,Denmark;Copenhagen,17.6.2015,99,0.969,0.4
17877,5,5,Germany;Berlin,17.6.2015,97,0.969,0.4
17878,5,2,Denmark;Copenhagen,17.6.2015,91,0.969,0.4
17879,4,7,Germany;Frankfurt,17.6.2015,85,0.969,0.4
17880,7,5,Germany;Berlin,17.6.2015,84,0.969,0.4
17881,8,7,Germany;Frankfurt,17.6.2015,82,0.969,0.4
17882,10,4,Germany;Frankfurt,17.6.2015,80,0.969,0.4
17883,3,5,Germany;Berlin,17.6.2015,79,0.969,0.4
17884,5,5,Germany;Berlin,17.6.2015,76,0.969,0.4
17885,3,5,Germany;Berlin,17.6.2015,72,0.969,0.15
17886,2,7,Germany;Frankfurt,17.6.2015,70,0.969,0.15
17887,6,5,Germany;Berlin,17.6.2015,66,0.969,0.15
17888,6,7,Germany;Frankfurt,17.6.2015,55,0.969,0.15
17889,3,1,Czech republic;Prague,17.6.2015,55,0.969,0.15
17890,8,5,Germany;Berlin,17.6.2015,55,0.969,0.15
17891,10,5,Germany;Berlin,17.6.2015,53,0.969,0.15
17892,6,1,Czech republic;Prague,17.6.2015,52,0.969,0.15
17893,5,5,Germany;Berlin,17.6.2015,48,0.969,0.15
17894,4,7,Germany;Frankfurt,17.6.2015,45,0.969,0.15
17895,11,1,Czech republic;Prague,17.6.2015,44,0.969,0.15
17896,7,5,Germany;Berlin,17.6.2015,33,0.969,0.15
17897,7,7,Germany;Frankfurt,17.6.2015,21,0.969,0.01
17898,2,1,Czech republic;Prague,17.6.2015,20,0.969,0.01
17899,5,5,Germany;Berlin,17.6.2015,17,0.969,0.01
17900,9,5,Germany;Berlin,17.6.2015,17,0.969,0.01
17901,11,5,Germany;Berlin,17.6.2015,15,0.969,0.01
